FWinery,Wine,vintage,Rating,num_review,region,price
Domaine Rivière,Chiroubles 2020,2020,3.8,38,chiroubles,14.5
Domaine La Terrasse d'Elise,XB 2022,2022,3.8,108,pays-dherault,14.5
Château Fourcas Dupré,Listrac-Médoc 2014,2014,3.7,590,listrac,14.5
Bruno Andreu,Pure Petit Verdot 2021,2021,4.1,27,vin-de-pays-doc,14.5
Christian Gavignet-Béthanie et Filles,Coteaux Bourguignons 2021,2021,3.7,33,coteaux-bourguignons,14.5
Domaine de Clovallon,Les Indigènes 2020,2020,3.6,47,languedoc-roussillon,14.5
Mas des Chimères,L'Hérétique Coteaux du Salagou 2021,2021,3.6,276,pays-dherault,14.5
Thunevin-Calvet,L'Amourette Côtes du Roussillon Villages 2022,2022,3.7,893,cotes-du-roussillon-villages,14.5
Château de Raousset,Morgon Douby 2022,2022,3.7,48,morgon,14.5
Vignobles & Compagnie,Domaine de la Daumace Beaumes-de-Venise Rouge 2022,2022,3.9,68,beaumes-de-venise,14.5
Château Martinat,Côtes de Bourg 2020,2020,3.9,55,cotes-de-bourg,14.5
Piaugier,Côtes-du-Rhône-Villages 'Sablet' Rouge 2022,2022,3.8,55,cotes-du-rhone-villages-sablet,14.5
Christian Gavignet-Béthanie et Filles,Coteaux Bourguignons 2022,2022,3.7,33,coteaux-bourguignons,14.5
Saint Antonin,Cazalet Faugères 2021,2021,3.6,813,faugeres,14.5
Château du Moulin Noir,Montagne-Saint-Émilion 2014,2014,4.0,93,montagne-saint-emilion,14.5
Château Haut Bonneau,Vieilles Vignes Montagne-Saint-Émilion 2021,2021,3.8,277,montagne-saint-emilion,14.5
Gérard Bertrand,An 1650 La Clape 2022,2022,3.8,143,languedoc-la-clape,14.5
Clos Maurice,Volage Saumur-Champigny 2023,2023,3.8,109,saumur-champigny,14.5
L . Tramier & Fils,Coteaux Bourguignons 2022,2022,3.7,815,coteaux-bourguignons,14.5
Domaine du Clos des Fées,Les Sorcières Côtes du Roussillon Rouge 2023,2023,3.9,217,cotes-du-roussillon,14.5
Préceptorie,Coume Marie Côtes du Roussillon Rouge 2021,2021,4.0,56,cotes-du-roussillon,14.5
Château Demonpere,Cuvée Prestige Côtes de Provence Rouge 2023,2023,4.0,456,cotes-de-provence,14.5
Château Grand Bert,Montagne-Saint-Émilion Rouge 2021,2021,3.9,91,montagne-saint-emilion,14.5
Guy Saget,Saumur Champigny 2022,2022,3.4,306,saumur-champigny,14.5
Lou Fréjau,Côtes du Rhône Rouge 2020,2020,3.8,154,cotes-du-rhone,14.5
Ferraton Père & Fils,Côtes du Rhône Villages 2022,2022,3.7,361,cotes-de-rhone-villages,14.5
Château Noaillac,Médoc 2019,2019,3.8,244,medoc,14.5
Château Chante Alouette,Saint-Émilion Grand Cru 2020,2020,4.0,37,st-emilion-grand-cru,14.5
Château Bertinerie,Grande Cuvée Blaye - Côtes de Bordeaux Merlot - Cabernet 2018,2018,3.6,346,blaye-cotes-de-bordeaux,14.5
Domaine la Fourmone,Le Poète Vacqueyras 2023,2023,3.9,89,vacqueyras,14.5
Cosse Maisonneuve,Le Combal Cahors 2020,2020,3.9,61,cahors,14.5
Château Macquin,Saint-Georges-Saint-Émilion 2022,2022,3.8,83,saint-georges-saint-emilion,14.5
La Côte Étoilée,Les Pierreux Brouilly 2022,2022,4.0,163,brouilly,14.5
Vignobles Bedrenne,Château la Croix de Nault Montagne-saint-Émilion 2020,2020,3.9,196,montagne-saint-emilion,14.5
Joseph Drouhin,Beaujolais-Villages 2022,2022,3.8,367,beaujolais-villages,14.5
Domaine Lafage,Narassa 2022,2022,4.1,142,cotes-catalanes,14.5
Château Altimar,Sous les Cerisiers Lalande-de-Pomerol 2022,2022,4.5,25,lalande-de-pomerol,14.52
Château de Bouchet,Magnificant Bordeaux Supèrieur 2018,2018,3.9,66,bordeaux-superieur,14.54
Château Haut-Myles,Médoc 2014,2014,3.8,199,medoc,14.57
Dupasquier & Fils,Cote d'Or Bourgogne 2022,2022,3.6,127,bourgogne,14.6
Château Bellevue,Fronsac 2021,2021,3.6,144,fronsac,14.6
Domaine des Nugues,Beaujolais Lancié 2020,2020,3.9,64,beaujolais-villages,14.6
Château Maucaillou,No. 2 de Maucaillou Moulis 2021,2021,3.7,28,moulis-en-medoc,14.6
Domaine la Ferme Saint-Martin,Les Estaillades 2022,2022,3.7,339,cotes-du-ventoux,14.6
Abbotts & Delaunay,À tire d’Aile Corbières 2021,2021,3.7,34,corbieres,14.6
Castelmaure,Grande Cuvée Corbières 2022,2022,4.0,63,corbieres,14.6
Château La Fleur Plaisance,Lerville de Plaisance Montagne-Saint-Émilion 2020,2020,3.7,62,montagne-saint-emilion,14.6
Philippe Ravier,Mondeuse Saint Jean de la Porte 2024,2024,3.6,204,vin-de-savoie,14.6
Domaine du Trapadis,Rasteau 'Les Cras' 2021,2021,3.9,209,rasteau,14.6
Vergniol,Château La Pervenche La Clef Lalande de Pomerol 2023,2023,4.1,79,lalande-de-pomerol,14.6
Vignobles Silvestrini,L'Egérie du Château Chéreau Lussac-Saint-Émilion 2018,2018,3.7,350,lussac-st-emilion,14.6
Château Grand-Jean,Bordeaux 2020,2020,3.8,128,bordeaux,14.6
Thunevin-Calvet,L'Amourette Côtes du Roussillon Villages 2016,2016,3.9,58,cotes-du-roussillon-villages,14.61
Château Bonnin,La Fleur Blanchon Lussac-Saint-Émilion 2016,2016,3.8,231,lussac-st-emilion,14.65
Château La Ressaudie,Montravel 2021,2021,4.1,28,montravel,14.66
Château de Raousset,Grille-Midi Fleurie 2022,2022,3.6,636,fleurie,14.7
Château de Raousset,Grille-Midi Fleurie 2021,2021,3.4,37,fleurie,14.7
Château d'Arguin,Graves 2019,2019,3.7,291,graves,14.7
Château les Pins,Côtes du Roussillon Villages 2019,2019,4.1,83,cotes-du-roussillon-villages,14.7
Dom Brial,Héritage 2020,2020,4.2,45,cotes-du-roussillon-villages,14.7
Clos des Centenaires,La Bergerie des Centenaires Rouge 2022,2022,3.8,152,costieres-de-nimes,14.7
Cellier des Chartreux,Le Clan des Loups Côtes-du-Rhône-Villages 'Saint-Gervais' Rouge 2023,2023,3.8,40,cotes-du-rhone-villages-saint-gervais,14.7
Ferraton Père & Fils,Samorëns Côtes-du-Rhône Rouge 2022,2022,3.8,217,cotes-du-rhone,14.7
Domaine Saint-Etienne,La Garrigue Côtes-du-Rhône-Villages Bio 2023,2023,3.8,430,cotes-de-rhone-villages,14.7
Les Notables de Maucaillou,Le Haut-Médoc de Maucaillou 2019,2019,3.9,107,haut-medoc,14.7
Robert & Bernard Plageoles,Braucol 2021,2021,3.6,513,gaillac,14.7
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2019,2019,3.8,65,bordeaux,14.73
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2016,2016,3.9,304,bordeaux,14.73
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2022,2022,3.7,2434,bordeaux,14.73
Château Tour Labatut,Montagne Saint-Émilion 2012,2012,3.7,259,montagne-saint-emilion,14.73
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2018,2018,4.0,148,bordeaux,14.73
Domaine Les Ondines,Côtes-du-Rhône-Villages 'Plan de Dieu' 2021,2021,3.8,1168,cotes-du-rhone-villages-plan-de-dieu,14.75
Georges Duboeuf,Fleurie 2022,2022,3.8,137,fleurie,14.75
Domaine du Cros,Cuvée Vieilles Vignes 2019,2019,3.8,209,marcillac,14.75
Barons de Rothschild (Lafite),Altan d’Aussières Corbières 2020,2020,3.9,166,corbieres,14.76
Château Real-Caillou,Cuvée Lectio Lalande-de-Pomerol 2021,2021,4.1,182,lalande-de-pomerol,14.79
Chateau Saint Jean,Pimayon Pierrevert Rouge 2019,2019,4.1,311,coteaux-de-pierrevert,14.8
Château Les Eydins,Cuvée des Consuls Rouge 2022,2022,3.9,263,luberon,14.8
Romain Le Bars Vigneron,Homme de la Roche 2023,2023,3.8,112,vin-de-pays-vignobles-de-france,14.8
Domaine des Pothiers,Domaine Côte Roannaise Rouge 2022,2022,3.7,74,cote-roannaise,14.8
Château Lanessan,Haut-Médoc 2012,2012,3.7,966,haut-medoc,14.8
Domaine Saint Paul,Pinot Noir 2023,2023,3.5,44,vin-de-pays-doc,14.8
Domaine du Peyra,Bastide Saint-Loup Le Pic Rouge 2023,2023,3.8,1169,pic-saint-loup,14.8
Château Tournefeuille,Rosalcy Lalande-de-Pomerol 2019,2019,3.9,78,lalande-de-pomerol,14.8
Domaine Chapel,Beaujolais-Villages 2017,2017,3.8,64,beaujolais-villages,14.8
Sarrat de Goundy,Cuvée du Planteur Rouge 2023,2023,3.9,567,languedoc-la-clape,14.8
Domaine de Vénus,Tentations Côtes du Roussillon 2016,2016,3.9,63,cotes-du-roussillon,14.8
Domaine Gaget,Morgon 'Côte du Py' 2023,2023,3.8,1079,morgon,14.8
Mas del Périé - Fabien Jouves,Les Escures 2022,2022,3.7,156,cahors,14.8
Château Guges,Le Petit Roi du Château Guges Haut-Médoc 2015,2015,3.6,156,haut-medoc,14.84
Domaine de la Creuze Noire,"Coteaux Bourguignons ""Les Champs De Voisin"" 2023",2023,3.9,29,coteaux-bourguignons,14.85
Château Grand Corbin-Despagne,Château Ampélia Castillon - Côtes de Bordeaux 2019,2019,3.8,93,cotes-de-castillon,14.86
La Grange Tiphaine,Ad Libitum Touraine-Amboise 2023,2023,3.7,946,touraine-amboise,14.87
Patrick et Christophe Bonnefond,Sensation du Nord Syrah 2021,2021,3.9,45,igp-collines-rhodaniennes,14.87
Domaine Joncy,Empreinte Quincié Rouge 2020,2020,3.9,39,beaujolais,14.87
Château Haut-Chaigneau,Château La Croix Chaigneau Lalande-de-Pomerol 2021,2021,3.8,45,lalande-de-pomerol,14.87
Martine et Pierre Marie Chermette - Domaine du Vissoux,Cœur de Vendanges 2021,2021,3.8,65,beaujolais,14.87
Jolivet,Cuvée de Louis 2021,2021,3.8,48,saint-joseph,14.87
Château du Hureau,Saumur-Champigny Tuffe 2022,2022,4.0,60,saumur-champigny,14.89
Château Armoria,Nova 2022,2022,3.6,41,coteaux-de-peyriac,14.9
Bordatto,Erotasuna Rouge 2021,2021,3.6,121,pyrenes,14.9
Dominik Benz - Créateur de vin,Fait du Bruit Cabernet Sauvignon - Merlot 2022,2022,3.8,142,ariege,14.9
Mirmanda,Cibelle 2021,2021,3.9,188,languedoc-roussillon,14.9
Mas Amiel,Natural Cinsault 2022,2022,3.7,42,vin-de-pay-s,14.9
Domaine de Montcy,Cabriole Cheverny 2021,2021,3.7,146,cheverny,14.9
Domaine d'Emile et Rose,Aramon 2022,2022,3.5,152,coteaux-de-beziers,14.9
Château Coucheroy,Pessac-Léognan 2021,2021,3.8,107,pessac-leognan,14.9
Famille Lannoye,Château Lanbersac Puisseguin-Saint-Émilion 2021,2021,3.6,1361,puisseguin-saint-emilion,14.9
Mas del Périé - Fabien Jouves,Les Escures 2023,2023,3.8,64,cahors,14.9
Domaine Berthoumieu,La Fé Sans Soufre 2021,2021,3.8,321,madiran,14.9
Château Lafont Menaut,Pessac-Leognan 2020,2020,3.9,258,pessac-leognan,14.9
Christian Barthel,Vieilles Vignes Pinot Noir 2023,2023,3.9,205,alsace-grand-cru,14.9
Château Fonguillon,Montagne-Saint-Émilion 2019,2019,3.5,1105,montagne-saint-emilion,14.9
Grosbois,Extra Ball Chinon 2023,2023,3.9,172,chinon,14.9
Château le Tertre de Caussan,L'escoupit Médoc 2019,2019,4.0,61,medoc,14.9
Château de Saint Cosme,Côtes du Rhône Les Deux Albion 2022,2022,3.8,69,cotes-du-rhone,14.9
Domaine de Montgilet,Anjou-Villages 'Brissac' 2018,2018,3.9,29,anjou-villages-brissac,14.9
Emmanuel Fellot Vigneron,Rossignol Brouilly 2022,2022,3.9,30,brouilly,14.9
Jaffelin,Pinot Noir 2023,2023,3.8,36,vin-de-pays-vignobles-de-france,14.9
L . Tramier & Fils,La Mure de Roncier Premium Pinot Noir 2023,2023,3.6,395,vin-de-pays-vignobles-de-france,14.9
Domaine de Montgilet,Anjou-Villages 'Brissac' 2019,2019,3.7,159,anjou-villages-brissac,14.9
Mas Amiel,Natural Grenache 2022,2022,3.8,184,cotes-catalanes,14.9
Château Armoria,Nova 2021,2021,3.6,41,coteaux-de-peyriac,14.9
Aubert et Mathieu,Hautes Pistes Syrah 2024,2024,4.0,135,vin-de-pays-doc,14.9
Domaine de Fondrèche,N... Rouge 2021,2021,3.7,103,vaucluse,14.9
Château Fourcas Dupré,Listrac-Médoc 2015,2015,3.7,871,listrac,14.9
Château de Nages,Héritage 2021,2021,3.8,281,costieres-de-nimes,14.9
Domaine des Homs,Paul 2020,2020,4.0,26,minervois,14.9
La Bastide Saint Dominique,Les 2 Arbres Cairanne 2022,2022,4.0,29,cotes-du-rhone-villages-cairanne,14.9
Christophe Pacalet,Beaujolais-Villages 2022,2022,3.7,982,beaujolais-villages,14.9
Chateau Bel-Air,Puisseguin Saint-Émilion 2022,2022,3.6,27,puisseguin-saint-emilion,14.9
Baron de Sergolle,La Réserve de Sergolle Bordeaux Supérieur 2021,2021,3.6,100,bordeaux-superieur,14.9
Domaine Richaud,Terres de Galets Côtes du Rhône 2022,2022,3.9,75,cotes-du-rhone,14.9
Domaine Marcel Joubert,Cuvée À L'Ancienne Beaujolais-Villages 2021,2021,3.7,78,beaujolais-villages,14.9
Vignoble Millaire,Château La Rose Garnier Fronsac 2021,2021,3.7,369,fronsac,14.9
Belles Courbes,Symphonia Saint-Chinian 2018,2018,3.7,161,saint-chinian,14.9
Wilfrid Rousse,Les Galuches Chinon 2023,2023,3.7,1231,chinon,14.9
La Grande Sieste,En Pleine Nature 2019,2019,3.8,43,vin-de-pays-vignobles-de-france,14.9
Domaine Gonon,Bourgogne Pinot Noir 2022,2022,3.7,59,bourgogne,14.9
Francois Martenot,Parfums de Vigne Pinot Noir 2020,2020,3.6,238,bourgogne,14.9
Château de L'Hospital,Solstice Cuvée Sans Sulfite 2020,2020,3.7,36,graves,14.9
Pierre Labet - François Labet,Pinot Noir 2022,2022,3.6,213,ile-de-beaute,14.9
Château Cambon,Beaujolais 2023,2023,4.0,75,beaujolais,14.9
Domaine de la Barthassade - Clos de la Barthassade,Pur C 2023,2023,4.0,39,pays-dherault,14.9
Cosse Maisonneuve,Le Combal Cahors 2021,2021,3.7,80,cahors,14.9
Sérol,Eclat de Granite Côte Roannaise 2023,2023,3.8,85,cote-roannaise,14.9
Domaine de Cazaban,Les Petites Rangées 2021,2021,3.8,383,cabards,14.9
Francois Martenot,Parfums de Vigne Pinot Noir 2021,2021,3.5,161,bourgogne,14.9
Château Mejean,Graves 2022,2022,3.7,1566,graves,14.9
Domaine du Bel Air,Jour de Soif 2023,2023,3.8,39,bourgueil,14.9
Olivier Pithon,357 2022,2022,3.7,464,cotes-catalanes,14.9
Vignobles Silvestrini,L'Egérie du Château Chéreau Lussac-Saint-Émilion 2016,2016,3.7,350,lussac-st-emilion,14.94
Château Reysson,Haut-Médoc 2017,2017,3.7,209,haut-medoc,14.94
Vignobles Silvestrini,L'Egérie du Château Chéreau Lussac-Saint-Émilion 2015,2015,3.6,26,lussac-st-emilion,14.94
Château Cap de Faugères,Castillon - Côtes de Bordeaux 2019,2019,3.8,275,cotes-de-castillon,14.94
Domaine Guion,Bourgueil Rouge 2017,2017,3.8,148,bourgueil,14.95
Domaine Richaud,Côtes du Rhône Nouveau 2020,2020,3.5,79,cotes-du-rhone,14.95
Domaine des Roches Neuves,Saumur-Champigny 2024,2024,3.8,8628,saumur-champigny,14.95
Château Lamothe-Cissac,Haut-Médoc 2019,2019,3.8,355,haut-medoc,14.95
Château Vieux Chantecaille,Saint-Émilion 2020,2020,4.0,140,saint-emilion,14.95
Château Tour du Haut Moulin,Haut-Médoc 2014,2014,4.0,104,haut-medoc,14.95
Domaine d'Espeyran,L'Envol Costières de Nîmes Rouge 2021,2021,3.9,32,costieres-de-nimes,14.95
Abbaye Sylva Plana,La Closeraie Faugères 2023,2023,3.9,2413,faugeres,14.95
Stephane Montez - Domaine du Monteillet,La Syrah à Papa 2021,2021,3.8,76,igp-collines-rhodaniennes,14.95
Château Gléon,Ad Clivum Corbières 2020,2020,3.8,108,corbieres,14.95
Domaine de Mauperthuis,Grande Réserve Bourgogne Pinot Noir 2022,2022,3.7,696,bourgogne,14.95
Domaine Valambelle,Caprice de Schiste Faugères 2022,2022,3.8,51,faugeres,14.95
Château Vieux Landat,Haut-Médoc Petit Verdot 2020,2020,3.8,69,haut-medoc,14.95
Clos du Mont-Olivet,Côtes du Rhône 2021,2021,3.8,73,cotes-du-rhone,14.95
Domaine de Fondrèche,Ventoux 2021,2021,4.0,332,cotes-du-ventoux,14.95
Vignobles de Paloumey,Ailes de Paloumey Haut-Médoc 2018,2018,4.0,671,haut-medoc,14.95
Château Les Grands Chênes,Médoc 2018,2018,4.0,712,medoc,14.95
Clos de Bouard,Dame de Boüard Montagne Saint-Émilion 2017,2017,4.0,437,montagne-saint-emilion,14.98
Domaine de la Barthassade - Clos de la Barthassade,Pur C 2022,2022,3.9,41,pays-dherault,14.98
Château Peyrabon,Haut-Médoc 2020,2020,3.9,39,haut-medoc,14.98
Pierre Talayrach,Éclat de Pierre 2022,2022,4.1,72,cotes-catalanes,15.0
Château du Champ des Treilles,Grand Vin Sainte-Foy Bordeaux 2019,2019,3.7,32,sainte-foy-bordeaux,15.0
Domaine d'Aupilhac,Cuvée 'Les Truffières' 2017,2017,3.6,47,languedoc,15.0
Château de Bouchassy,Quatuor Lirac 2021,2021,3.8,180,lirac,15.0
Château Lacour Jacquet,Haut-Médoc 2018,2018,3.8,86,haut-medoc,15.0
Domaine D'ici Là,Les Noirettes 2022,2022,4.0,96,bugey,15.0
Château le Clos du Notaire,Sans Soufre 2022,2022,4.1,39,cotes-de-bourg,15.0
Château de Caraguilhes,Le Trou de L'Ermite Corbières Boutenac 2022,2022,4.1,30,corbieres-boutenac,15.0
Domaine La Tour Vieille,Puig Oriol Collioure 2023,2023,3.9,259,collioure,15.0
Domaine de Beauséjour,Vieilles Vignes La Chesnaye Chinon 2015,2015,3.7,29,chinon,15.0
Château de Gaure,Languedoc 2020,2020,3.9,28,languedoc,15.0
Mas Laval,Les Pampres 2022,2022,3.8,2064,pays-dherault,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Valérie Courreges,Ocrement-Dit Rouge 2020,2020,3.9,323,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
Valérie Courreges,Ocrement-Dit Rouge 2020,2020,3.9,323,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
