FWinery,Wine,vintage,Rating,num_review,region,price
Château Plaisance,Alabets Negrette 2019,2019,3.4,426,fronton,13.5
Domaine de la Rochette,Chenonceaux Rouge 2021,2021,3.4,35,touraine,13.5
Château Lacour Jacquet,Haut-Médoc 2016,2016,3.6,34,haut-medoc,13.5
Domaine Magellan,Pézenas 2019,2019,3.8,840,pezenas,13.5
Domaine d'Emile et Rose,Carignan Noir 2020,2020,3.8,38,coteaux-de-beziers,13.5
Domaine de Bonnefil,Cuvée Florent Gaillac 2021,2021,3.6,29,gaillac,13.5
Abbotts & Delaunay,Métayage Pinot Noir 2020,2020,3.7,440,languedoc-roussillon,13.5
Dourbie,Marius Rouge 2022,2022,3.8,518,languedoc,13.5
Famille Perrin,L'Andeol Rasteau 2021,2021,3.8,38,rasteau,13.5
Château du Trignon,Rasteau 2022,2022,3.8,529,rasteau,13.5
Gilles Bonnefoy,Dacite Gamay Sur Granit 2024,2024,3.8,215,cotes-du-forez,13.5
Famille Perrin,L'Andeol Rasteau 2022,2022,3.7,2244,rasteau,13.5
Le Clos des Suds,Coeur de Pierre 2016,2016,3.7,29,minervois,13.5
Château de Lascaux,Carra Pic-Saint-Loup Languedoc Rouge 2022,2022,3.8,365,pic-saint-loup,13.5
Château Poujeaux,La Salle de Château Poujeaux Moulis 2018,2018,3.9,2972,moulis-en-medoc,13.5
Domaine de Rochemure - Philippe Vermorel,Brouilly 2024,2024,3.9,100,brouilly,13.5
Domaine d'Aupilhac,Lou Maset 2020,2020,3.9,269,languedoc,13.5
Château d'Hugues,L'Oree des Collines Côtes-du-Rhône-Villages 'Massif d'Uchaux' 2019,2019,3.9,135,cotes-du-rhone-villages-massif-duchaux,13.5
Clos Roussely,Touraine Chenonceaux Rouge 2022,2022,3.8,355,touraine,13.5
Domaine Figarella & A Ronca,Corse Calvi Rouge 2020,2020,3.6,35,corsica,13.5
Domaine Fond Croze,Cuvée Shyrus Côtes du Rhône Villages 2023,2023,4.0,1443,cotes-de-rhone-villages,13.5
Domaine de l'Olivier,Côtes-du-Rhône-Villages 2020,2020,3.7,52,cotes-de-rhone-villages,13.5
Château La Tour de By,Château la Roque de By 2020,2020,3.7,1678,medoc,13.5
Gérard Bertrand,Grand Terroir Tautavel Grenache - Syrah - Carignan 2015,2015,3.8,1262,cotes-du-roussillon-villages,13.5
Château Fourcas Dupré,Hautes Terres Listrac-Médoc 2020,2020,3.8,675,listrac,13.5
Château Noaillac,Médoc 2020,2020,3.5,66,medoc,13.5
Domaine des Celtis,Languedoc Rouge 2022,2022,3.6,31,languedoc,13.5
Ricardelle de Lautrec,Cuvée Pontserme Pinot 2017,2017,3.6,52,vin-de-pays-doc,13.5
Château de La Chaize,Morgon 2019,2019,3.8,49,morgon,13.5
Château Cap de Faugères,Castillon - Côtes de Bordeaux 2020,2020,3.8,90,cotes-de-castillon,13.5
Domaine Lafage,Nicolas Vieilles Vignes Grenache Noir 2022,2022,3.8,57,cotes-catalanes,13.5
Château Beauregard Mirouze,Campana Corbières Rouge 2022,2022,3.7,448,corbieres,13.5
Éric Chevalier,La Pièce de l'Orée 2023,2023,3.7,570,loire-valley,13.5
Vignobles Arbeau,Je Suis à Boire! 2020,2020,3.3,166,southwest,13.55
Domaine Cordaillat,Tradition Reuilly Rouge 2020,2020,3.8,398,reuilly,13.59
Jean David,Tapatara 2024,2024,3.8,108,vin-de-pays-vignobles-de-france,13.6
Mas Onésime,Le Cinsault 2021,2021,3.8,101,vin-de-pays-vignobles-de-france,13.6
Fabrice Gasnier,Les Graves Chinon 2023,2023,3.8,1780,chinon,13.6
Domaine les Eschaffins,Cairanne 2021,2021,3.5,245,cotes-du-rhone-villages-cairanne,13.6
Château Piron,Graves 2021,2021,3.7,471,graves,13.6
Vignerons de Buxy,Domaine des Pierres Blanches Bourgogne Côte Chalonnaise 2021,2021,3.7,214,cote-chalonnaise,13.6
Domaine Gayrard,Acte II 2021,2021,3.9,25,cotes-du-tarn,13.6
Le Mas de Mon Père,Tu M'Intéresses 2023,2023,3.7,342,cotes-de-malepere,13.6
Clos Floridène,Les Reflets de Clos Floridene Graves 2016,2016,3.6,41,graves,13.6
Schoenheitz,Pinot Noir 2023,2023,3.8,170,alsace,13.6
Château d'Aiguilhe,Seigneurs d'Aiguilhe Castillon - Côtes de Bordeaux 2020,2020,3.9,212,cotes-de-castillon,13.66
Château Moulin Favre,Saint Amour 2023,2023,3.8,93,saint-amour,13.7
M. Chapoutier,Belleruche Côtes-du-Rhône 2022,2022,3.8,740,cotes-du-rhone,13.7
Dubost,Potet Régnié 2022,2022,3.5,98,regnie,13.7
Cellier des Princes,Vieilles Vignes Côtes du Rhône 2022,2022,3.6,126,cotes-du-rhone,13.7
Mas d'Agalis,Yo No Puedo Màs 2021,2021,3.9,1383,languedoc-roussillon,13.7
Château Guibeau,À La Vie! Puisseguin-Saint-Émilion 2019,2019,3.8,29,puisseguin-saint-emilion,13.7
Rocca Maura - Les Vignerons de Roquemaure,Lirac Rouge 2023,2023,3.5,494,lirac,13.7
French Bouledogue,Merlot - Cabernet Sauvignon 2023,2023,4.0,46,vin-de-pays-doc,13.7
Château Moulin Favre,Cuvée Vieilles Vignes Brouilly 2023,2023,3.9,584,brouilly,13.7
Château Terre Vieille,Divin 2018,2018,3.7,164,pecharmant,13.7
Terres Dorées,L'Ancien Beaujolais 2020,2020,3.7,878,beaujolais,13.7
Domaine de la Mordorée,Côtes-du-Rhône Rouge 2021,2021,3.8,144,cotes-du-rhone,13.7
Château l'Enclos Saint-Louis,Canon-Fronsac 2018,2018,3.9,164,canon-fronsac,13.7
Château Penin,Tradition Bordeaux Supérieur 2019,2019,4.1,72,bordeaux-superieur,13.7
Château Meric,Médoc 2019,2019,3.7,37,medoc,13.7
Pascal Lambert,Les Terrasses Chinon 2022,2022,3.7,56,chinon,13.75
Château de Cabriac,Grenache 2021,2021,3.7,58,vin-de-pays-doc,13.78
Meunerie,Caruso 2022,2022,4.1,277,cotes-du-roussillon,13.8
Domaine Fabien Stirn,Pinot Noir 2023,2023,3.6,32,alsace,13.8
Vignobles Assémat,Domaine Castel Oualou Réserve Lirac Syrah 2021,2021,3.7,161,lirac,13.8
Château de Raousset,Bel-Air Chiroubles 2023,2023,3.8,276,chiroubles,13.8
Le Dominicain,Les Culottes Collioure 2022,2022,3.9,216,collioure,13.8
Mas de Valériole,Guéritou 2023,2023,3.7,177,vin-de-pays-vignobles-de-france,13.8
Château La Croix des Pins,Les Trois (3) Villages Ventoux Rouge 2020,2020,3.8,37,cotes-du-ventoux,13.8
Jean-Claude Lapalu,Beaujolais Villages Nouveau 2024,2024,3.7,70,beaujolais-villages,13.8
Bouvet Ladubay,Bouvet Les Pépites Saumur Champigny Rouge 2022,2022,3.9,70,saumur-champigny,13.8
L'Arpenty - Francis et Francoise Desbourdes,La Pointevinière 2023,2023,3.7,40,chinon,13.8
Château de Chaintres,Exmuros Terre de St.Cyr Saumur Champigny 2020,2020,3.9,40,saumur-champigny,13.8
Gérard Bertrand,An 782 Grès de Montpellier 2019,2019,3.9,27,gres-de-montpellier,13.8
Les Vignerons de Maury,Nature de Schiste Maury Sec 2023,2023,3.8,357,maury,13.8
Château du Pouey,Eden 2021,2021,3.7,52,southwest,13.8
Domaine Boudau,Henri Boudau Côtes du Roussillon Villages 2021,2021,3.9,1015,cotes-du-roussillon-villages,13.8
Château Chantelys,Médoc 2015,2015,3.6,100,medoc,13.8
Plaisance Penavayre,Le Rouge 2020,2020,3.4,28,fronton,13.8
Christian Barthel,Rouge Gorge Pinot Noir 2023,2023,4.0,81,alsace,13.8
Château de Respide,Reserve Graves 2020,2020,3.7,868,graves,13.8
Dauvergne Ranvier,Vade Retro Côtes-du-Rhône 2023,2023,3.8,177,cotes-du-rhone,13.8
Château de la Perrière,Prelude de la Perriere Brouilly 2021,2021,4.1,34,brouilly,13.8
Château Poujeaux,La Salle de Château Poujeaux Moulis 2017,2017,4.0,88,moulis-en-medoc,13.8
Domaine de la Baume,Merlot Grand Châtaignier 2023,2023,3.7,133,languedoc-roussillon,13.8
Domaine le Conte des Floris,Six Rats Noirs 2022,2022,3.8,149,languedoc-roussillon,13.8
Domaine de la Cotelleraie,La Croisée Saint-Nicolas-de-Bourgueil 2021,2021,3.7,531,saint-nicolas-de-bourgueil,13.8
Cellier des Chartreux,Le Clan des Loups Côtes-du-Rhône-Villages 'Saint-Gervais' Rouge 2022,2022,3.5,55,cotes-du-rhone-villages-saint-gervais,13.8
Château Roumanières,Le Chant des Pierres Grès de Montpellier 2019,2019,4.1,32,gres-de-montpellier,13.8
Château La Croix de Chéreau,Lussac Saint-Émilion 2022,2022,3.5,1229,lussac-st-emilion,13.8
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2011,2011,3.7,422,bordeaux,13.82
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2006,2006,3.5,422,bordeaux,13.82
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2012,2012,3.5,251,bordeaux,13.82
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2013,2013,3.7,2434,bordeaux,13.82
Domaine La Grange,Rondeur Appassimento 2022,2022,4.1,39,vin-de-pays-doc,13.85
Laporte,La Veillante Châteaumeillant 2022,2022,3.6,65,sancerre,13.89
Aubert et Mathieu,Hautes Pistes Syrah 2022,2022,4.0,106,vin-de-pays-doc,13.89
Domaine de la Palud,Côtes du Rhône Rouge 2022,2022,3.9,58,cotes-du-rhone,13.9
Château Terre Forte,Red Blend 2023,2023,3.7,183,cotes-du-rhone,13.9
Domaine Boudau,Henri Boudau Côtes du Roussillon Villages 2022,2022,4.0,37,cotes-du-roussillon-villages,13.9
Château du Juge,Cadillac - Côtes de Bordeaux Rouge 2017,2017,3.6,159,cadillac-cotes-de-bordeaux,13.9
Domaine Jean-Baptiste Senat,Amalgame 2022,2022,3.9,28,aude,13.9
Domaine Duseigneur,Minha Terra 2021,2021,3.6,297,vaucluse,13.9
Château Belle Garde,Bordeaux Rouge 2019,2019,3.6,699,bordeaux,13.9
Domaine Les Capréoles,L'Amourgandise Terroir de Lantigné 2023,2023,3.9,28,beaujolais,13.9
Domaine Gallety,Haute Vigne Côtes du Vivarais 2021,2021,3.6,33,cotes-du-vivarais,13.9
Arnaud de Villeneuve,Altatura Grand Terroir Côtes du Roussillon Villages 2022,2022,3.9,502,cotes-du-roussillon-villages,13.9
Cailhol Gautran,Carretal 2023,2023,4.0,337,languedoc,13.9
Pierre Henri Cosyns,Le Fruité Côtes de Bourg 2018,2018,3.7,88,cotes-de-bourg,13.9
Château du Mouret,Graves Rouge 2022,2022,3.8,389,graves,13.9
Gérard Bertrand,An 560 Côtes du Roussillon Villages Tautavel 2022,2022,3.8,168,cotes-du-roussillon-villages-tautavel,13.9
Gérard Bertrand,An 560 Côtes du Roussillon Villages Tautavel 2021,2021,3.8,168,cotes-du-roussillon-villages-tautavel,13.9
Clos de l'Amandaie,Grés de Montpellier 2020,2020,3.7,561,languedoc,13.9
Plaisance Penavayre,Alabets Négrette 2021,2021,3.5,216,fronton,13.9
Domaine de Courbissac,Les Traverses Minervois 2023,2023,3.8,1569,minervois,13.9
Domaine de Thulon,Vieilles Vignes Régníé 2021,2021,3.7,295,regnie,13.9
Château Valmy,Rouge 2023,2023,4.0,309,cotes-du-roussillon,13.9
Anne de Joyeuse,La Butinière Limoux 2021,2021,3.8,46,limoux,13.9
Manuel Olivier,Bourgogne Pinot Noir 2022,2022,3.7,42,bourgogne,13.9
Château Laulerie,Juste Terre 2019,2019,4.0,144,bergerac,13.9
Château La Voulte Gasparets,Cuvée Reservee Corbières 2021,2021,3.9,62,corbieres,13.9
Château Carbonneau,Sequoia 2018,2018,3.6,71,sainte-foy-bordeaux,13.9
Domaine Yohann Moreno,Cuvée GS 2022,2022,3.9,154,vin-de-pays-vignobles-de-france,13.9
Château Compassant,Bordeaux 2015,2015,3.8,62,bordeaux,13.9
Château Compassant,Bordeaux 2016,2016,3.9,532,bordeaux,13.9
Boissac,Puisseguin-Saint-Émilion 2019,2019,3.7,570,puisseguin-saint-emilion,13.9
Dubard,Château La Rose Lussac-Saint-Émilion 2019,2019,3.9,33,lussac-st-emilion,13.9
Château Tour des Gendres,Cantalouette 2022,2022,3.7,47,bergerac,13.9
Domaine de Rochemure - Philippe Vermorel,Moulin À Vent 2023,2023,3.6,183,moulin-a-vent,13.9
Agarrus,L'Insoumis 2021,2021,3.9,72,vin-de-pays-vignobles-de-france,13.9
Château Roudier,Montagne-Saint-Émilion 2019,2019,3.8,431,montagne-saint-emilion,13.9
Vignobles David,Le Petit David Côtes du Rhône 2023,2023,3.6,183,cotes-du-rhone,13.9
Clos de Bouard,Dame de Boüard Montagne Saint-Émilion 2021,2021,3.6,54,montagne-saint-emilion,13.9
Jean-Marc Burgaud,Beaujolais-Lantignié 2023,2023,3.8,65,beaujolais-lantignie,13.9
Clos Maïa,Le Petit 2019,2019,3.4,92,pays-dherault,13.9
Château de Jonquières,Lansade Terrasses du Larzac Rouge 2021,2021,3.8,320,languedoc,13.9
Agarrus,L'affranchi 2021,2021,3.8,109,vin-de-pays-vignobles-de-france,13.9
Domaine Duseigneur,Yamakasi 2021,2021,3.7,131,vin-de-pays-vignobles-de-france,13.9
Domaine les Côtes de la Roche,Juliénas 2022,2022,3.7,46,julienas,13.9
Famille Laplace,Odé d'Aydie Madiran 2017,2017,3.8,253,madiran,13.9
Thunevin,Domaine Virginie Thunevin Bordeaux Rouge 2020,2020,3.7,2434,bordeaux,13.9
Bad Boy (Mauvais Garçon),Baby Bad Boy Rouge 2018,2018,3.6,41,vin-de-pays-vignobles-de-france,13.9
Domaine Aline,Castillon - Côtes de Bordeaux 2022,2022,4.1,27,cotes-de-castillon,13.9
Domaine Ogereau,L’Enjouée Rouge 2023,2023,3.8,798,vin-de-pays-vignobles-de-france,13.9
Mas de Libian,Bout d'Zan 2022,2022,3.7,102,cotes-du-rhone,13.9
Château Carbonneau,Sequoia 2019,2019,3.8,116,sainte-foy-bordeaux,13.9
Château de Giron,Graves 2020,2020,3.6,27,graves,13.9
Fabrice Gasnier,Les Graves Chinon 2022,2022,3.9,90,chinon,13.9
Domaine Maire & Fils,Vignes de Sorbief Pinot Noir Arbois 2019,2019,3.9,61,arbois,13.95
Jean-Michel Gerin,La Champine Syrah 2017,2017,3.7,299,igp-collines-rhodaniennes,13.95
Domaines Astruc,Teramas Astruc Rouge 2021,2021,3.8,162,limoux,13.95
Domaine de la Baume,Elite D’Or Cabernet Sauvignon - Marselan 2021,2021,3.9,88,languedoc,13.95
Château de Nouvelles,Vieilles Vignes Fitou 2021,2021,3.8,352,fitou,13.95
Jean-Michel Gerin,La Champine Syrah 2019,2019,3.8,196,igp-collines-rhodaniennes,13.95
Château Venus,Graves Rouge 2020,2020,3.9,57,graves,13.95
Trénel,Côte du Py Morgon 2016,2016,3.6,142,morgon,13.95
Domaine du Trapadis,Les Garrigues Cairanne 2022,2022,3.8,130,cotes-du-rhone-villages-cairanne,13.95
Stephane Montez - Domaine du Monteillet,La Syrah à Papa 2023,2023,3.8,2144,igp-collines-rhodaniennes,13.95
Château Le Bourdieu,Château Meilhan Médoc 2022,2022,4.0,134,medoc,13.95
Château Sénéjac,Artigues de Sénéjac Haut-Médoc 2015,2015,3.7,225,haut-medoc,13.95
Domaine Lafage,Grenache 3 (Au Cube) 2020,2020,4.0,88,languedoc-roussillon,13.95
Château Haut Macô,Cuvée Jean Bernard Côtes de Bourg 2020,2020,3.7,533,cotes-de-bourg,13.97
Château de Rouffiac,L’Ephémère Cahors 2022,2022,4.6,29,cahors,13.98
Château Lescaneaut,Castillon - Côtes de Bordeaux 2016,2016,3.6,207,cotes-de-castillon,14.0
Sainte Marie des Crozes,Cuvée Hector & Juliette Corbières 2021,2021,4.0,840,corbieres,14.0
Mas Amiel,Vertigo 2023,2023,3.8,844,cotes-du-roussillon,14.0
Château de L'Hospital,L'Orangerie de L'Hospital Graves 2019,2019,3.8,37,graves,14.0
Chemin des Reves,Pic Saint-Loup 'Loup L'Optimiste' 2023,2023,3.9,755,pic-saint-loup,14.0
Frederic Mabileau,Les Rouillères 2023,2023,3.7,1988,saint-nicolas-de-bourgueil,14.0
Château de Camensac,La Closerie de Camensac Haut-Médoc 2020,2020,3.7,62,haut-medoc,14.0
Le Clos du Lucquier,Les Lou Stics Montpeyroux 2019,2019,3.8,147,montpeyroux,14.0
Domaine Lafage,Vieilles Vignes Cayrol Carignan 2020,2020,3.9,156,cotes-catalanes,14.0
Domaine Ruffinatto,Les Ménines Luberon Rouge 2022,2022,3.9,598,luberon,14.0
Chateau de Carlmagnus,Fronsac 2022,2022,3.8,673,fronsac,14.0
Domaine Haut Ventenac,L'Autrement Francs Côtes de Bordeaux 2022,2022,4.1,84,cotes-de-francs,14.0
Château de Villeneuve,Saumur Champigny 2021,2021,3.9,314,saumur-champigny,14.0
Domaine Clavel,Les Garrigues Coteaux du Languedoc 2020,2020,3.7,114,languedoc,14.0
Château La Coste,Coteaux d'Aix-en-Provence Red 2021,2021,3.7,39,coteaux-daix-en-provence,14.0
Martinelle,Ventoux 2022,2022,3.9,46,cotes-du-ventoux,14.0
Mas del Périé - Fabien Jouves,Tu Vin Plus aux Soirées 2022,2022,3.7,2606,vin-de-pays-vignobles-de-france,14.0
Château Lanessan,Haut-Médoc 2017,2017,3.8,487,haut-medoc,14.0
Château de Villeneuve,Saumur Champigny 2022,2022,3.9,72,saumur-champigny,14.0
Grosbois,La Cuisine de ma Mère Chinon 2023,2023,3.7,265,chinon,14.0
Villa Tempora,Rouge 2023,2023,3.6,27,pezenas,14.0
Domaine Duseigneur,Sakura 2022,2022,3.9,26,vin-de-pays-vignobles-de-france,14.0
Mas del Périé - Fabien Jouves,You Fuck My Wine 2022,2022,3.8,36,vin-de-pays-vignobles-de-france,14.0
Château Desmirail,Iris Pourpre de Desmirail Haut-Médoc 2019,2019,3.9,28,haut-medoc,14.0
Domaine de La Noblaie,Le Temps des Cerises 2022,2022,3.7,46,chinon,14.0
Famille Jean-Pierre  Rambier - Domaine Haut-Lirou,Domaine de Figaret Pic-Saint-Loup 2023,2023,3.7,57,pic-saint-loup,14.0
Château de Bastet,Ignis Côtes du Rhône 2023,2023,3.7,75,cotes-du-rhone,14.0
Château la Négly,La Côte La Clape Languedoc 2023,2023,3.9,3851,languedoc-la-clape,14.0
Domaine Vial Magnères,Le Petit Couscouril Collioure Rouge 2021,2021,3.7,104,collioure,14.0
Florent Thinon Vigneron,Le Rouge 2022,2022,3.7,124,cote-roannaise,14.0
Frederic Mabileau,Saint-Nicolas-de-Bourgueil 2023,2023,3.7,100,saint-nicolas-de-bourgueil,14.0
Charles Joguet,Terres Douces Chinon 2018,2018,3.7,27,chinon,14.0
Domaine du Clos des Fées,Les Sorcières Côtes du Roussillon Rouge 2024,2024,3.8,9500,cotes-du-roussillon,14.0
Château de Carles,Fronsac 2021,2021,3.8,1494,fronsac,14.0
Berger Rive,Bourgogne Hautes-Côtes de Beaune Rouge 2022,2022,3.9,60,hautes-cotes-de-beaune,14.0
Château La Sabliere,Saint-Émilion 2022,2022,3.8,176,saint-emilion,14.0
Château Larrivaux,Haut-Médoc 2020,2020,3.6,52,haut-medoc,14.0
La Boutinière,Le Fabuleux Destin d'Amélie Boutin 2021,2021,3.8,95,cotes-du-rhone,14.0
La Croix Sainte Eulalie,Cuvée Baptiste Saint-Chinian 2020,2020,4.0,470,saint-chinian,14.0
Château Lacour Jacquet,Haut-Médoc 2014,2014,3.7,86,haut-medoc,14.0
Domaine de Villeneuve,Le Mazet du Loup Pic Saint Loup 2023,2023,3.9,26,pic-saint-loup,14.0
Château de Brézé,Saumur Rouge 2020,2020,3.5,155,saumur,14.0
Vignobles David,Le Mourre de l'Isle Côtes du Rhône Rouge 2022,2022,3.8,33,cotes-du-rhone,14.0
Château Mondésir-Gazin,Haut Mondésir Côtes de Bourg 2022,2022,3.8,323,cotes-de-bourg,14.0
l'Amiral,Le Voyage de L'Amiral Marselan 2021,2021,4.0,142,vin-de-pays-doc,14.0
Miss Vicky Wine,Château des Moriers Ô Joie Fleurie 2018,2018,3.5,100,fleurie,14.0
Domaine de l'Odylée,La Tempétueuse Côtes du Rhône 2020,2020,4.2,78,cotes-du-rhone,14.0
Château Les Alberts,Château la Gontelle Vieilles Vignes Blaye Côtes de Bordeaux 2020,2020,3.5,177,blaye-cotes-de-bordeaux,14.0
Domaine de la Conseillère,Topaze 2019,2019,3.5,32,pays-dherault,14.0
Clos Cavenac,Grand Cros 2016,2016,4.1,124,cotes-du-marmandais,14.0
Clos du Roy,Fronsac 2012,2012,4.0,137,fronsac,14.0
La Famille K,Le Père Rouge 2022,2022,3.8,46,beaujolais,14.0
Château La Fon du Berger,Haut-Médoc 2014,2014,3.8,145,haut-medoc,14.03
Chateau de Carlmagnus,Fronsac 2014,2014,3.7,96,fronsac,14.04
Château La Vaisinerie,Merlot Puisseguin Saint-Émilion 2020,2020,3.7,1010,puisseguin-saint-emilion,14.05
Château Hauchat,'La Rose' Fronsac 2021,2021,3.9,523,fronsac,14.05
Domaine de la Mordorée,Côtes-du-Rhône Rouge 2022,2022,3.8,90,cotes-du-rhone,14.06
Château du Cèdre,Terre Rouge Malbec 2020,2020,3.7,98,cahors,14.07
Manzotte,Papa Paysan 2022,2022,4.1,122,aude,14.1
Les Jamelles,Sélection Spéciale Cabernet - Merlot 2022,2022,3.8,701,vin-de-pays-doc,14.1
Les Jamelles,Sélection Spéciale Grenache - Syrah - Mourvèdre 2022,2022,3.9,1586,vin-de-pays-doc,14.1
La Monardiere,Les Calades Côtes-du-Rhône 2021,2021,3.8,32,cotes-du-rhone,14.1
Château d'Issan,Moulin d'Issan Bordeaux Supérieur 2018,2018,3.9,447,bordeaux-superieur,14.14
Georges Duboeuf,Juliénas 2022,2022,3.5,1354,julienas,14.2
Domaine la Réméjeanne,Les Chèvrefeuilles Côtes du Rhône Rouge 2022,2022,3.8,1082,cotes-du-rhone,14.2
Christian Barthel,Clos du Sonnenbach Pinot Noir 2023,2023,3.8,95,alsace,14.2
Domaine de Cartujac,Haut-Médoc 2017,2017,3.7,647,haut-medoc,14.22
Château Vieux Chaigneau,Lalande de Pomerol 2019,2019,3.7,68,lalande-de-pomerol,14.25
Domaine de la Perrière,Les Silices Grès de Montpellier 2023,2023,3.9,236,languedoc,14.25
Mission St. Vincent,Bordeaux 2020,2020,3.6,163,bordeaux,14.25
Château Moulin Eyquem,Côtes de Bourg 2020,2020,3.6,1037,cotes-de-bourg,14.25
Château du Cèdre,Juvéniles Malbec 2022,2022,3.8,68,cahors,14.25
Mathilde Chapoutier,Côtes-du-Rhône Sans Sulfites Ajoutés 2022,2022,3.8,179,cotes-du-rhone,14.25
Y/M - Yannick Alléno & Michel Chapoutier,Côtes du Rhône 2023,2023,3.8,1238,cotes-du-rhone,14.25
Artisans Partisans,Dessine Moi Un Arbre 2022,2022,3.8,44,vin-de-pays-doc,14.25
Château Clinet,Ronan by Clinet Bordeaux 2019,2019,3.7,292,bordeaux,14.25
La Croix de Saint Jean,La Pere du Michel 2022,2022,4.0,34,minervois,14.25
Chateau Amanieu d'Albret,Diamant Bordeaux Superieur 2017,2017,4.0,37,bordeaux-superieur,14.26
Domaine de Rochebin,Clos Saint-Germain Bourgogne Vieilles Vignes de Pinot Noir 2023,2023,3.5,219,bourgogne,14.27
Château Capbern,Saint-Estèphe 2018,2018,4.1,463,saint-estephe,14.27
La Monardiere,Les Calades Côtes-du-Rhône 2022,2022,3.8,401,cotes-du-rhone,14.3
Romain Jambon,Tranche de Gamay 2022,2022,3.8,123,beaujolais,14.3
Chateau de Carlmagnus,Fronsac 2015,2015,3.8,101,fronsac,14.31
Vignobles Silvestrini,L'Egérie du Château Chéreau Lussac-Saint-Émilion 2020,2020,3.7,350,lussac-st-emilion,14.33
Château Julia,Haut-Médoc 2018,2018,3.6,32,haut-medoc,14.33
Château Andréa,Graves Rouge 2021,2021,3.6,994,graves,14.36
Château Andréa,Graves Rouge 2020,2020,3.6,994,graves,14.36
Château le Chay,Puisseguin Saint-Émilion 2016,2016,4.0,159,puisseguin-saint-emilion,14.36
Domaine Corne-Loup,Cuvée du Gouverneur Lirac 2022,2022,3.9,141,lirac,14.4
Domaine d'Emile et Rose,La Vigne de Mon Père 2020,2020,3.7,32,coteaux-de-beziers,14.4
Château Fontbaude,Sélection Vieilles Vignes Castillon-Côtes de Bordeaux 2020,2020,3.6,249,cotes-de-castillon,14.4
Château La Sabliere,Saint-Émilion 2019,2019,3.8,176,saint-emilion,14.4
Jean Etienne Chermette,Les Deux Granites Fleurie 2021,2021,4.1,27,fleurie,14.4
Domaine Amirault,Les Quarterons St Nicolas de Bourgueil Rouge 2021,2021,3.7,67,saint-nicolas-de-bourgueil,14.4
Domaine d'Antonin,Côtes-du-Rhône-Villages 'Laudun' 2020,2020,3.8,33,cotes-du-rhone-villages-laudun,14.4
Mas Lasta,Rouge 2022,2022,3.8,140,languedoc,14.4
Château Tour Saint Bonnet,Médoc 2016,2016,3.8,413,medoc,14.4
Dominique Piron,Domaine de La Chanaise Morgon 2022,2022,3.7,71,morgon,14.4
Le Clos du Lucquier,Philippe 2021,2021,3.9,326,terasses-du-larzac,14.4
Château Cap de Faugères,Castillon - Côtes de Bordeaux 2021,2021,3.7,6387,cotes-de-castillon,14.45
Louis Jadot,Château des Jacques Morgon 2021,2021,3.7,218,morgon,14.46
l'Ancienne Ecole,L'Essentiel Vinsobres 2020,2020,4.1,50,vinsobres,14.5
Sanac,Pierre d'Anjou 2022,2022,4.2,41,anjou,14.5
Château de Manissy,Lirac Rouge 2021,2021,3.8,1034,lirac,14.5
Château La Gorre,Médoc 2018,2018,3.7,778,medoc,14.5
Allegria,Cinsault Abuelo 2023,2023,4.0,200,pays-dherault,14.5
Escattes,Heritage 2020,2020,3.7,157,sommieres,14.5
Maison Bonnard Fils,Les Arcs Gamay 2023,2023,4.0,129,bugey,14.5
Domaine Clavel,Les Garrigues Coteaux du Languedoc 2019,2019,3.8,114,languedoc,14.5
La Monardiere,Les Calades Côtes-du-Rhône 2020,2020,4.0,35,cotes-du-rhone,14.5
Domaine Tour Campanets,Mon Coeur Violettes Rouge 2022,2022,3.8,113,cotes-de-provence,14.5
Clos du Tilleul,Le Délice du Puits 2022,2022,3.9,56,vin-de-pays-de-mediterranee,14.5
Fabrice Gasnier,Pierres Chaudes Chinon 2022,2022,3.7,649,chinon,14.5
Château Caronne Ste. Gemme,Haut-Médoc 2017,2017,3.8,88,haut-medoc,14.5
Domaine de la Cotelleraie,La Croisée Saint-Nicolas-de-Bourgueil 2023,2023,3.7,531,saint-nicolas-de-bourgueil,14.5
Clos Maïa,Le Petit 2018,2018,3.7,60,pays-dherault,14.5
Château du Mouret,Graves Rouge 2019,2019,3.8,45,graves,14.5
Château de Raousset,Morgon Douby 2021,2021,3.6,313,morgon,14.5
Château de la Mulonniere,Rouge Baiser 2016,2016,3.3,49,anjou-villages,14.5
Château Bonnet,Bordeaux Réserve 2018,2018,3.7,802,bordeaux,14.5
Damien Coquelet,Kes Ki Dit Beaujolais 2023,2023,3.9,140,beaujolais,14.5
Les Vignerons de Maury,Les Roches Noires Maury Sec 2022,2022,4.0,327,cotes-du-roussillon-villages,14.5
Château Larrivaux,Haut-Médoc 2017,2017,3.9,95,haut-medoc,14.5
Château Puygueraud,Francs - Côtes de Bordeaux 2022,2022,3.7,8494,cotes-de-francs,14.5
Ferraton Père & Fils,Syrah 2023,2023,3.5,344,igp-collines-rhodaniennes,14.5
Château Laroque,Les Tours de Laroque Saint-Émilion Grand Cru 2016,2016,3.8,156,st-emilion-grand-cru,14.5
