Winery,Wine,vintage,Rating,num_review,region,price
Gilbert et Christine Felettig,Beaune 1er Cru “Les Champs-Pimont” 2021,2021,4.2,65,beaune-premier-cru,153.75
Château Pavie Decesse,Saint-Émilion Grand Cru (Grand Cru Classé) 2007,2007,4.3,135,st-emilion-grand-cru,153.9
Mas de Daumas Gassac,Haut Vallée du Gassac Rouge 2013,2013,4.0,901,saint-guilhem-le-desert,154.0
Ballot Millot,Pommard 1er Cru 'La Refène' 2021,2021,4.1,207,la-refene,154.02
Louis Latour,Chassagne-Montrachet 2022,2022,4.0,29,chassagne-montrachet,154.05
Domaine Faiveley,Nuits-Saint-Georges 1er Cru Les Poréts 2013,2013,4.0,200,nuits-saint-georges,154.1
Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2001,2001,4.3,1660,saint-julien,154.1
Château Clinet,Pomerol 2016,2016,4.3,598,pomerol,154.1
Château les Carmes Haut-Brion,Pessac-Léognan 2019,2019,4.2,342,pessac-leognan,154.32
Domaine Joseph Roty,Les Fontenys Gevrey-Chambertin 1er Cru 2021,2021,4.2,780,gevrey-chambertin-fonteny,154.4
Delas,Les Bessards Hermitage 2018,2018,4.5,60,hermitage,154.8
Château Le Bon Pasteur,Pomerol 2012,2012,4.1,333,pomerol,154.92
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2012,2012,4.3,56,st-emilion-grand-cru,154.92
Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 1983,1983,4.1,127,pessac-leognan,155.0
Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2003,2003,4.2,1785,saint-estephe,155.0
Château Trotanoy,Pomerol 2013,2013,4.1,145,pomerol,155.0
Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1983,1983,4.2,125,st-emilion-grand-cru,155.0
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2016,2016,4.4,933,saint-julien,155.0
Domaine Yvon Clerget,Volnay 1er Cru 'Les Caillerets' 2009,2009,4.2,296,volnay-les-caillerets,155.0
Peyre Rose,Marlène No. 3 2003,2003,4.4,157,languedoc,155.0
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 1995,1995,4.3,929,saint-julien,155.0
M. Chapoutier,Hermitage Monier de la Sizeranne 1989,1989,4.3,93,hermitage,155.0
Château Le Gay,Pomerol 2016,2016,4.5,134,pomerol,155.0
Château Ausone,Chapelle d'Ausone Saint-Émilion Grand Cru 2013,2013,4.3,45,st-emilion-grand-cru,155.0
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2017,2017,4.4,755,pauillac,155.0
Château Duhart-Milon,Pauillac (Grand Cru Classé) 2008,2008,4.2,1227,pauillac,155.0
Peyre Rose,Clos Syrah Léone 2003,2003,4.3,278,languedoc,155.0
Domaine des Tours,Réserve Merlot 2004,2004,4.2,55,vaucluse,155.0
Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2006,2006,4.4,1623,pessac-leognan,155.0
Château Montrose,Saint-Estèphe (Grand Cru Classé) 2015,2015,4.4,743,saint-estephe,155.0
Ballot Millot,Pommard 1er Cru 'Charmots' 2022,2022,4.1,200,les-charmots,155.02
Château Talbot,Saint-Julien (Grand Cru Classé) 2003,2003,4.3,1355,saint-julien,155.15
Château Talbot,Saint-Julien (Grand Cru Classé) 2005,2005,4.3,2764,saint-julien,155.15
Château Haut-Bailly,Château Haut-Bailly (Cru Classé de Graves) 2020,2020,4.2,161,pessac-leognan,155.15
Delas,Les Bessards Hermitage 2013,2013,4.5,69,hermitage,155.15
Château Montus,La Tyre Madiran 2002,2002,4.2,91,madiran,155.15
Jérôme Chézeaux,Clos de Vougeot Grand Cru 2020,2020,4.2,181,clos-de-vougeot,155.29
Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,2014,4.2,283,st-emilion-grand-cru,155.4
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2018,2018,4.4,204,pessac-leognan,155.48
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2008,2008,4.2,1968,saint-julien,155.7
Château Brane-Cantenac,Margaux (Grand Cru Classé) 2009,2009,4.3,1892,margaux,155.7
Château Rochebelle,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,2010,4.4,106,st-emilion-grand-cru,155.94
Pierre Girardin,Gevrey-Chambertin 'Clos Prieur' 2021,2021,4.3,50,gevrey-chambertin-clos-prieur,156.0
Domaine Bruno Clair,Savigny-lès-Beaune 1er Cru 'La Dominode' 2021,2021,4.1,1398,savigny-les-beaune-la-dominode,156.0
Domaine Rostaing,Côte-Rôtie La Landonne 2017,2017,4.3,136,cote-rotie,156.0
La Pousse d'Or,Volnay 1er Cru 'Clos d'Audignac' (Monopole) 2022,2022,4.3,929,volnay-clos-de-l-audignac,156.0
Dujac Fils et Père,Nuits-Saint-Georges 1er Cru 'Aux Cras' 2020,2020,4.3,114,nuits-saint-georges-aux-cras,156.0
Château Pichon Baron,Pauillac (Grand Cru Classé) 2014,2014,4.4,1549,pauillac,156.0
Louis Jadot,Gevrey-Chambertin Premier Cru Clos Saint-Jacques 2014,2014,4.3,131,gevrey-chambertin-premier-cru,156.0
Michel Gros,Vosne-Romanée 1er Cru 'Clos des Réas' 2022,2022,4.3,3616,vosne-romanee-clos-des-reas,156.5
Château La Lagune,Haut-Médoc (3éme Grand Cru Classé en 1855) 1975,1975,3.9,152,haut-medoc,156.5
Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,2015,4.4,866,st-emilion-grand-cru,156.89
Louis Jadot,Clos Vougeot Grand Cru 2015,2015,4.3,179,clos-de-vougeot,156.9
Domaine de Montille,Volnay 1er Cru 'Champans' 2018,2018,4.2,693,volnay-champans,157.0
Domaine Rossignol-Février Père & Fils,Volnay 1er Cru 'Carelle sous la Chapelle' 2021,2021,4.3,79,volnay-carelle-sous-la-chapelle,157.08
Pierre Meurgey,Pommard 1er Cru 'Les Grands Epenots' 2018,2018,4.2,98,les-grands-epenots,157.08
Domaine Trapet,Gevrey-Chambertin Ostrea 2020,2020,4.2,216,gevrey-chambertin,157.2
Domaine Taupenot-Merme,Chambolle Musigny 1er Cru La Combe d'Orveau 2018,2018,4.4,68,chambolle-musigny-premier-cru,157.32
Château la Négly,Clos des Truffiers Languedoc 2020,2020,4.4,26,languedoc,157.5
Château Clinet,Pomerol 2018,2018,4.4,301,pomerol,157.7
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1995,1995,4.3,188,pessac-leognan,158.0
A.F. Gros,Pommard Premier Cru 'Les Chanlins' 2022,2022,4.3,133,les-chanlins-bas,158.0
Roger Sabon,Châteauneuf-du-Pape Le Secret Des Sabon 2015,2015,4.3,39,chateauneuf-du-pape,158.0
Château Hosanna,Pomerol 2011,2011,4.3,246,pomerol,158.0
Cos d'Estournel,Saint-Estephe 2001,2001,4.2,157,saint-estephe,158.0
Château Le Gay,Bordeaux Rouge 2022,2022,3.6,402,bordeaux,158.0
Michel Noëllat,Les Suchots Vosne-Romanée 1er Cru 2018,2018,4.3,105,vosne-romanee-les-suchots,158.0
Domaine Sylvain Cathiard,Bourgogne Hautes-Côtes de Nuits 'Les Dames Huguette' 2021,2021,4.2,291,bourgogne-hautes-cotes-de-nuits,158.1
Domaine des Tours,Réserve Merlot 2006,2006,4.1,37,vaucluse,158.1
Domaine Sylvain Cathiard,Bourgogne Hautes-Côtes de Nuits 'Aux Chaumes' 2021,2021,4.2,188,bourgogne-hautes-cotes-de-nuits,158.1
Château Péby Faugères,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,4.3,67,st-emilion-grand-cru,158.33
Domaine Niero,Côte-Rôtie Vires de Serine 2020,2020,4.3,238,cote-rotie,158.4
Bouchard Père & Fils,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves' 2018,2018,4.3,392,beaune-les-greves,158.5
Domaine Bertagna,Vougeot Premier Cru 'Les Cras' Rouge 2020,2020,4.2,265,vougeot-les-cras,158.68
Domaine Humbert Frères,Gevrey-Chambertin Premier Cru 'Poissenot' 2019,2019,4.2,31,gevrey-chambertin-poissenot,158.95
Domaine Taupenot-Merme,Morey Saint Denis Premier Cru La Riotte 2021,2021,4.2,1164,morey-saint-denis-premier-cru,159.0
Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 1985,1985,4.4,130,pauillac,159.0
Château les Carmes Haut-Brion,Pessac-Léognan 2011,2011,4.1,411,pessac-leognan,159.0
Dugat-Py,Pommard 'La Levrière' Vieilles Vignes 2021,2021,4.2,547,pommard,159.0
Château Lagrange,Saint-Julien (Grand Cru Classé) 1959,1959,4.1,39772,saint-julien,159.0
Château Lynch-Bages,Pauillac (Grand Cru Classé) 2012,2012,4.3,2533,pauillac,159.4
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2018,2018,4.4,712,saint-julien,159.6
Château Beychevelle,Saint-Julien (Grand Cru Classé) 2013,2013,4.0,536,saint-julien,159.8
Château Rochebelle,Saint-Émilion Grand Cru (Grand Cru Classé) 2009,2009,4.1,37,st-emilion-grand-cru,159.85
Domaine des Tours,Réserve Merlot - Syrah 2004,2004,4.1,37,vaucluse,160.0
Roc d'Anglade,Rouge 2014,2014,4.1,261,gard,160.0
Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2005,2005,4.4,2116,saint-julien,160.0
Château Montrose,Saint-Estèphe (Grand Cru Classé) 2017,2017,4.3,405,saint-estephe,160.0
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2016,2016,4.3,365,pessac-leognan,160.0
Château Lynch-Bages,Pauillac (Grand Cru Classé) 2014,2014,4.3,1878,pauillac,160.0
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2006,2006,4.3,2299,saint-julien,160.0
Mas de Daumas Gassac,Haut Vallée du Gassac Rouge 2009,2009,4.1,560,saint-guilhem-le-desert,160.0
Joseph Drouhin,Chambolle-Musigny Premier Cru 2021,2021,4.3,2294,chambolle-musigny-premier-cru,160.0
Château Rauzan-Ségla,Margaux (Grand Cru Classé) 1998,1998,4.4,541,margaux,160.0
Château Quintus,Saint-Émilion Grand Cru 2015,2015,4.3,163,st-emilion-grand-cru,160.0
Château Lynch-Bages,Pauillac (Grand Cru Classé) 2011,2011,4.3,4976,pauillac,160.0
Château Lynch-Bages,Pauillac (Grand Cru Classé) 2022,2022,4.3,76,pauillac,160.0
Château La Clotte,Saint-Émilion Grand Cru (Grand Cru Classé) 1978,1978,4.1,1796,st-emilion-grand-cru,160.0
Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) 2011,2011,4.3,1921,chateauneuf-du-pape,160.0
Henri Bonneau,Châteauneuf-du-Pape Cuvée Marie Beurrier 2013,2013,4.4,226,chateauneuf-du-pape,160.0
Château Fombrauge,Magrez Fombrauge Saint-Émilion Grand Cru 2006,2006,4.3,39,st-emilion-grand-cru,160.02
Château Beauregard,Pomerol 1998,1998,4.3,227,pomerol,160.5
Château Beauregard,Pomerol 2010,2010,4.2,843,pomerol,160.5
Château l'Eglise-Clinet,Pomerol 2013,2013,4.2,99,pomerol,160.51
Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2010,2010,4.3,1457,saint-julien,160.51
Château La Clotte,Saint-Émilion Grand Cru (Grand Cru Classé) 2019,2019,4.1,1796,st-emilion-grand-cru,160.55
Château La Clotte,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,4.1,1796,st-emilion-grand-cru,160.55
J.M. Boillot,Volnay-Pitures 1er Cru 2020,2020,4.2,376,volnay-premier-cru,160.7
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2017,2017,4.2,177,pessac-leognan,160.95
Domaine Jacques Prieur,Beaune-Greves 1er Cru 2020,2020,4.2,1026,beaune-premier-cru,161.0
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2018,2018,4.4,781,st-emilion-grand-cru,161.0
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2011,2011,4.2,634,pessac-leognan,161.0
Domaine du Coulet - Matthieu Barret,Billes Noires Cornas 2018,2018,4.4,49,cornas,161.09
Domaine Forey Père & Fils,Les Perrières Nuits-Saint-Georges 1er Cru 2022,2022,4.1,406,nuits-saint-georges-les-perrieres,161.29
Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,2005,4.3,269,st-emilion-grand-cru,161.4
René Bouvier,Chambolle-Musigny 1er Cru 'Les Fuées' 2019,2019,4.5,195,chambolle-musigny-les-fuees,161.55
Paul Pillot,Chassagne-Montrachet 1er Cru 'Clos Saint Jean' Rouge 2020,2020,4.3,87,chassagne-montrachet-clos-saint-jean,161.6
Domaine des Héritiers Louis Jadot,Corton-Pougets Grand Cru Rouge 2021,2021,4.2,2447,corton-les-pougets,161.66
Domaine Violot-Guillemard,Beaune Premier Cru 'Clos des Mouches' Rouge 2020,2020,4.2,252,beaune-le-clos-des-mouches,161.66
Louis Jadot,Chambolle-Musigny Les Fuées 2021,2021,4.2,631,chambolle-musigny-premier-cru,161.66
Domaine Humbert Frères,Gevrey-Chambertin Premier Cru 'Petite Chapelle' 2021,2021,4.4,198,gevrey-chambertin-petite-chapelle,161.66
Château Pavie Decesse,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,2006,4.4,162,st-emilion-grand-cru,161.66
Domaine Humbert Frères,Gevrey-Chambertin Premier Cru 'Poissenot' 2022,2022,4.4,910,gevrey-chambertin-poissenot,161.66
Pierre Girardin,Gevrey-Chambertin Premier Cru 'Champeaux' 2021,2021,4.3,34,gevrey-chambertin-champeaux,161.66
Château Le Gay,Pomerol 2022,2022,4.1,51,pomerol,161.68
Domaine Tawse,Volnay 1er Cru 'Fremiets' 2019,2019,4.2,192,volnay-fremiets,161.75
Domaine Humbert Frères,Gevrey-Chambertin Premier Cru 'Poissenot' 2020,2020,4.4,910,gevrey-chambertin-poissenot,161.95
Domaine Bruno Clair,Morey-Saint-Denis 'En La Rue de Vergy' Rouge 2021,2021,4.1,867,morey-saint-denis,162.0
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 1980,1980,4.4,148,pauillac,162.0
Domaine Coche-Dury,Auxey-Duresses 2022,2022,4.3,713,auxey-duresses,162.0
Château de Beaucastel,Châteauneuf-du-Pape 2004,2004,4.3,937,chateauneuf-du-pape,162.0
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 1981,1981,4.4,382,pauillac,162.0
Domaine Bertagna,Nuits-Saint-Georges Premier Cru 'Les Murgers' 2022,2022,4.2,762,nuits-saint-georges-aux-murgers,162.29
Domaine Rapet,Corton Pougets Grand Cru 2019,2019,4.2,28,corton-les-pougets,162.8
Château Valandraud,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2023,2023,4.4,8787,st-emilion-grand-cru,162.95
Pascal Marchand-Tawse,Morey-Saint-Denis 1er Cru 'Clos des Ormes' 2020,2020,4.2,430,morey-saint-denis-clos-des-ormes,163.24
Château Quintus,Saint-Émilion Grand Cru 2022,2022,4.2,1074,st-emilion-grand-cru,163.3
Domaine du Pavillon,Corton Grand Cru 'Clos des Maréchaudes' 2022,2022,4.2,466,corton-grand-cru-les-marechaudes,163.51
Albert Bichot,Chambolle-Musigny Premier Cru Les Chabiots 2022,2022,4.2,543,chambolle-musigny-premier-cru,163.51
Domaine Bertagna,Vougeot Premier Cru 'Les Cras' Rouge 2019,2019,4.2,265,vougeot-les-cras,163.58
Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2022,2022,4.2,61,st-emilion-grand-cru,163.75
M. Chapoutier,Côte-Rôtie La Mordorée  2011,2011,4.4,139,cote-rotie,163.8
Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' 2021,2021,4.2,74,beaune-le-clos-des-mouches,163.9
Pascal Marchand-Tawse,Morey-Saint-Denis 1er Cru 'Clos des Ormes' 2018,2018,4.2,430,morey-saint-denis-clos-des-ormes,163.94
Domaine Tawse,Volnay 1er Cru 'Fremiets' 2020,2020,4.2,192,volnay-fremiets,163.94
Mas de Daumas Gassac,Haut Vallée du Gassac Rouge 2014,2014,4.1,680,saint-guilhem-le-desert,164.0
Serafin Père & Fils,Gevrey-Chambertin 1er Cru 'Les Corbeaux' 2021,2021,4.2,827,gevrey-chambertin-1er-cru-les-corbeaux,164.0
Cos d'Estournel,Cos d'Estournel 2017,2017,4.3,716,saint-estephe,164.0
Domaine Coche-Dury,Bourgogne Pinot Noir 2022,2022,4.2,908,bourgogne,164.0
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2017,2017,4.4,781,st-emilion-grand-cru,164.13
Domaine Bertagna,Vougeot 1er Cru 'Clos de la Perrière' Monopole 2020,2020,4.2,1441,vougeot-clos-de-la-perriere,164.27
Château Belair-Monange,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2020,2020,4.2,108,st-emilion-grand-cru,164.33
M. Chapoutier,Côte-Rôtie La Mordorée  2014,2014,4.4,112,cote-rotie,164.9
Domaine Humbert Frères,Gevrey-Chambertin Premier Cru 'Craipillot' 2020,2020,4.3,73,gevrey-chambertin-craipillot,164.95
Château les Carmes Haut-Brion,Pessac-Léognan 2020,2020,4.3,226,pessac-leognan,164.95
Domaine Michel & Sylvie Esmonin,Cuvée Vieilles Vignes Gevrey-Chambertin 2019,2019,4.2,32,gevrey-chambertin,165.0
Henri Magnien,Aloxe-Corton 1er Cru 'La Coutière' 2022,2022,4.2,161,aloxe-corton-la-coutiere,165.0
Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) 2010,2010,4.4,1394,chateauneuf-du-pape,165.0
Château La Nerthe,Les Clavelles Châteauneuf du Pape 2019,2019,4.7,30,chateauneuf-du-pape,165.0
Domaine Marquis d'Angerville,Volnay Champans 1er Cru 2018,2018,4.4,186,volnay-champans,165.0
Château Hosanna,Pomerol 2012,2012,4.4,214,pomerol,165.0
Charles Joguet,Clos de la Dioterie Chinon 2021,2021,4.0,1419,chinon,165.0
Lucien Boillot & Fils,Gevrey-Chambertin 1er Cru 'Les Corbeaux' 2017,2017,4.2,39,gevrey-chambertin-1er-cru-les-corbeaux,165.0
Château Hosanna,Pomerol 2014,2014,4.3,179,pomerol,165.0
Maison Pierre Brisset,Saint-Aubin Premier Cru 'Sous Roche Dumay' 2020,2020,4.2,25,saint-aubin-sous-roche-dumay,165.0
Château Lynch-Bages,Pauillac (Grand Cru Classé) 1994,1994,4.3,531,pauillac,165.0
Domaine Gallety,Clos Latin Vallée du Rhône 2017,2017,4.4,38,rhone,165.0
Château Pichon Baron,Pauillac (Grand Cru Classé) 2002,2002,4.4,1295,pauillac,165.0
Domaine Rapet,Corton Pougets Grand Cru 2017,2017,4.1,30,corton-les-pougets,165.0
Domaine Forey Père & Fils,Vosne-Romanée 2020,2020,4.2,69,vosne-romanee,165.0
Dugat-Py,Vieilles Vignes Gevrey-Chambertin 2022,2022,4.2,2830,gevrey-chambertin,165.0
Château Haut-Bailly,Château Haut-Bailly (Cru Classé de Graves) 2005,2005,4.3,806,pessac-leognan,165.0
Domaine Marquis d'Angerville,Fremiet Volnay 1er Cru 2022,2022,4.2,1734,volnay-premier-cru,165.0
Mark Haisma,Gevrey-Chambertin 2021,2021,4.1,408,gevrey-chambertin,165.0
Louis Latour,Vosne-Romanée 2022,2022,4.1,1713,vosne-romanee,165.0
Christophe Vaudoisey,Pommard 1er Cru 'Les Chanlins' 2022,2022,4.1,573,les-chanlins-bas,165.0
Château Péby Faugères,Saint-Émilion Grand Cru (Grand Cru Classé) 2020,2020,4.0,46,st-emilion-grand-cru,165.0
Château Rochebelle,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,2005,4.2,69,st-emilion-grand-cru,165.14
Domaine Bertagna,Vougeot Premier Cru 'Les Petits Vougeot' 2020,2020,4.2,817,vougeot-les-petits-vougeots,165.26
Enclos,Tourmaline Pomerol 2020,2020,4.4,28,pomerol,165.29
Domaine des Tours,Réserve Merlot 2001,2001,4.1,28,vaucluse,165.4
Chartron et Trébuchet,Vosne-Romanée 2022,2022,4.2,75,vosne-romanee,166.1
Domaine Bertagna,Vougeot Premier Cru 'Les Cras' Rouge 2022,2022,4.2,265,vougeot-les-cras,166.2
Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2014,2014,4.2,877,saint-estephe,166.2
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2012,2012,4.3,1099,pauillac,166.5
Domaine Bertagna,Chambolle-Musigny Premier Cru 'Les Plantes' 2022,2022,4.2,469,chambolle-musigny-les-plantes,166.64
Domaine Bertagna,Vosne Romanée Premier Cru 'Les Beaux Monts' 2022,2022,4.2,1006,vosne-romanee-les-beaux-monts,166.64
Cos d'Estournel,Saint-Estephe 1997,1997,4.2,157,saint-estephe,167.0
Mas de Daumas Gassac,Haut Vallée du Gassac Rouge 2015,2015,4.2,556,saint-guilhem-le-desert,167.0
Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2000,2000,4.1,432,saint-julien,167.0
Domaine Jacques Prieur,Clos de la Feguine Beaune 1er Cru 2020,2020,4.2,961,beaune-premier-cru,167.0
Château Marquis de Terme,Margaux (Grand Cru Classé) 1982,1982,4.0,91,margaux,167.0
Domaine Pierre Gonon,Saint-Joseph 2022,2022,4.3,42,saint-joseph,167.0
Château Beychevelle,Saint-Julien (Grand Cru Classé) 2014,2014,4.3,1077,saint-julien,167.0
Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2022,2022,4.3,59,st-emilion-grand-cru,167.5
Alex Gambal,Gevrey-Chambertin 2020,2020,4.1,29,gevrey-chambertin,167.6
Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,2010,4.3,106,st-emilion-grand-cru,168.0
Château Valandraud,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2021,2021,4.2,87,st-emilion-grand-cru,168.0
Château Pontet-Canet,Pauillac (Grand Cru Classé) 2018,2018,4.4,376,pauillac,168.8
Hospices de Beaune,Beaune Premier Cru Cuvée Rousseau-Deslandes 2022,2022,4.2,893,beaune-premier-cru,169.0
Château Certan de May,Pomerol 2021,2021,4.3,5608,pomerol,169.0
Bouchard Père & Fils,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves' 2019,2019,4.3,74,beaune-les-greves,169.17
Enclos,Tourmaline Pomerol 2022,2022,4.5,320,pomerol,169.55
Enclos,Tourmaline Pomerol 2021,2021,4.5,320,pomerol,169.55
Château Dassault,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,2000,4.3,290,st-emilion-grand-cru,169.55
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2021,2021,4.4,781,st-emilion-grand-cru,169.55
Clos Frantin,Clos de Vougeot Grand Cru 2016,2016,4.3,559,clos-de-vougeot,169.6
Claude Dugat,La Gibryotte Gevrey-Chambertin 1er Cru 2021,2021,4.1,60,gevrey-chambertin-premier-cru,169.88
Claude Dugat,La Gibryotte Gevrey-Chambertin 1er Cru 2022,2022,4.1,60,gevrey-chambertin-premier-cru,169.88
Clos des Papes (Paul Avril),Châteauneuf-du-Pape 1996,1996,4.4,38,chateauneuf-du-pape,170.0
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2003,2003,4.4,1910,saint-julien,170.0
Château l'Eglise-Clinet,Pomerol 2011,2011,4.3,199,pomerol,170.0
Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé) 2015,2015,4.4,1168,pessac-leognan,170.0
Château Gazin,Pomerol 2009,2009,4.4,675,pomerol,170.0
Château Angelus,Le Carillon d’Angélus Saint-Émilion Grand Cru 2010,2010,4.1,229,st-emilion-grand-cru,170.0
Château Valandraud,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2022,2022,4.3,47,st-emilion-grand-cru,170.0
Domaine du Tunnel,Pur Noir 2022,2022,4.5,121,cornas,170.0
Château Ausone,Chapelle d'Ausone Saint-Émilion Grand Cru 2014,2014,4.3,58,st-emilion-grand-cru,170.0
Comte Armand,Pommard 1er Cru 'Clos des Epeneaux' Monopole 2016,2016,4.4,89,clos-des-epeneaux,170.0
Robert Sirugue,Vosne-Romanée 2021,2021,4.0,52,vosne-romanee,170.0
Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) 2004,2004,4.3,492,chateauneuf-du-pape,170.0
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2015,2015,4.3,366,pessac-leognan,170.0
Cos d'Estournel,Cos d'Estournel 2013,2013,4.3,778,saint-estephe,170.1
Château Beauregard,Pomerol 1988,1988,3.9,30,pomerol,170.13
Château La Clotte,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,4.4,154,st-emilion-grand-cru,170.13
David Duband,Gevrey-Chambertin 2006,2006,4.1,2270,gevrey-chambertin,170.2
Jean Tardy & Fils,Vosne-Romanée 'Vigneux' 2021,2021,4.1,693,vosne-romanee,171.0
Bouchard Père & Fils,Le Corton Grand Cru 2020,2020,4.3,2744,corton,171.2
Domaine des Perdrix,Les 8 Ouvrèes Nuits-Saint-Georges Premier Cru 'Aux Perdrix' 2021,2021,4.3,387,nuits-saint-georges-aux-perdrix,171.2
Château Rochebelle,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,2000,4.0,52,st-emilion-grand-cru,171.23
Domaine Bertagna,Vougeot 1er Cru 'Clos de la Perrière' Monopole 2022,2022,4.2,1441,vougeot-clos-de-la-perriere,171.96
Domaine des Croix,Beaune Pertuisots 1er Cru 2020,2020,4.1,600,beaune-pertuisots,172.0
Domaine Humbert Frères,Charmes-Chambertin Grand Cru 2017,2017,4.4,343,charmes-chambertin,172.0
Guy & Yvan Dufouleur,Nuits-Saint-Georges 1er Cru 'Les Poulettes' 2018,2018,4.4,41,nuits-saint-georges-les-poulettes,172.04
M. Chapoutier,Côte-Rôtie 2018,2018,4.0,564,cote-rotie,172.27
J.M. Boillot,Pommard 1er Cru Jarollières 2017,2017,4.2,53,pommard-premier-cru,172.3
Château Valandraud,l'Interdit de Valandraud 2021,2021,4.7,31,saint-emilion,172.36
Dujac Fils et Père,Morey-Saint-Denis 2021,2021,4.1,30,morey-saint-denis,172.5
Dujac Fils et Père,Morey-Saint-Denis 2022,2022,4.1,1276,morey-saint-denis,172.5
Château Pichon Baron,Pauillac (Grand Cru Classé) 2012,2012,4.3,1651,pauillac,172.67
Pascal Marchand-Tawse,Nuits-Saint-Georges 2011,2011,3.8,28,nuits-saint-georges,172.68
Pierrick Bouley,Volnay 1er Cru 'Les Grands Champs Monopole' 2022,2022,4.2,104,volnay-premier-cru,172.7
Château Lagrange,Cadillac Côtes de Bordeaux Rouge 1985,1985,3.5,281,cadillac-cotes-de-bordeaux,173.3
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2015,2015,4.7,34,st-emilion-grand-cru,173.77
Château Pichon Baron,Pauillac (Grand Cru Classé) 2011,2011,4.4,1845,pauillac,173.9
Maison Roche de Bellene,Vosne-Romanée Premier Cru Les Beaux Monts 2012,2012,4.1,139,vosne-romanee-premier-cru,173.9
Château La Gomerie,Saint-Émilion Grand Cru 2016,2016,4.3,1597,st-emilion-grand-cru,173.9
Château Lynch-Bages,Pauillac (Grand Cru Classé) 2007,2007,4.3,1755,pauillac,173.9
Domaine Pierre Amiot et Fils,Clos de la Roche Grand Cru 2018,2018,4.4,72,clos-de-la-roche,174.0
