Winery,Wine,vintage,Rating,num_review,region,price
Domaine des Celtis,Volcano 2022,2022,4.1,33,pezenas,20.0
Château Les Trois Croix,Fronsac 2019,2019,4.1,40,fronsac,20.0
Château Sociando-Mallet,La Demoiselle de Sociando-Mallet Haut-Médoc 2021,2021,3.9,31,haut-medoc,20.0
Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2021,2021,3.9,154,saint-julien,20.0
Château Cantemerle,Les Allées de Cantemerle Haut-Médoc 2014,2014,3.8,974,haut-medoc,20.0
Roucas Toumba,La Grande Terre Vacqueyras 2022,2022,4.0,32,vacqueyras,20.0
Domaine Lafage,Fundació 2021,2021,4.1,814,cotes-du-roussillon,20.0
Château Ducru-Beaucaillou,Madame de Beaucaillou Haut-Médoc 2019,2019,3.8,636,haut-medoc,20.0
Château Labégorce,Zédé de Labégorce (Domaine Zédé) 2019,2019,4.1,237,margaux,20.0
Château Labégorce,Zédé de Labégorce (Domaine Zédé) 2020,2020,4.0,124,margaux,20.0
Domaine du Clos des Fées,De Battre Mon Coeur S'est Arrêté 2023,2023,3.8,1060,cotes-du-roussillon-villages,20.0
Domaine François Raquillet,Bourgogne Pinot Noir 2020,2020,3.9,69,bourgogne,20.0
Vignobles Mouty,Meteorite 2019,2019,4.1,40,bordeaux,20.0
Château Beaubois,Denim Costières-de-Nîmes 2022,2022,3.8,73,costieres-de-nimes,20.0
Paul Henri Thillardon,Vibrations Chénas 2020,2020,3.8,106,chenas,20.0
Terres Dorées,Saint-Amour 2022,2022,3.9,38,saint-amour,20.0
Chateau Cap St George,Saint-Georges-Saint-Émilion 2021,2021,3.9,1465,saint-georges-saint-emilion,20.0
Singla,La Crinyane 2021,2021,4.0,414,cotes-du-roussillon-villages,20.0
Singla,Mataro 2021,2021,4.1,145,cotes-du-roussillon-villages,20.0
Maison Bonnard Fils,Mondeuse de Montagnieu 2022,2022,3.8,549,bugey,20.0
Château Maison Blanche,Bordeaux Rouge 2018,2018,3.2,71,bordeaux,20.0
La Bastide Saint Vincent,Gigondas 2021,2021,4.0,31,gigondas,20.0
Château La Tour Figeac,L'Esquisse de La Tour Figeac Saint-Émilion 2019,2019,4.0,29,saint-emilion,20.0
Edouard Delaunay,Septembre Rouge 2022,2022,3.9,104,bourgogne,20.0
Château Sociando-Mallet,La Demoiselle de Sociando-Mallet Haut-Médoc 2017,2017,3.7,589,haut-medoc,20.0
Mas Bruguiere,L'Arbouse Pic Saint-Loup 2022,2022,4.1,84,pic-saint-loup,20.0
Château Dutruch Grand Poujeaux,Moulis-en-Médoc 2015,2015,3.9,680,moulis-en-medoc,20.0
Château Ducru-Beaucaillou,Madame de Beaucaillou Haut-Médoc 2020,2020,3.8,253,haut-medoc,20.0
Sainte Croix,Magneric 2017,2017,4.0,37,corbieres,20.0
Le Mas des Flauzières,Cuvée Julien Séguret 2022,2022,4.1,534,cotes-du-rhone-villages-seguret,20.0
Pech-Ménel,Saint-Chinian 2015,2015,3.7,62,saint-chinian,20.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2017,2017,4.0,145,cahors,20.0
Le Mas des Flauzières,Cuvée Julien Séguret 2021,2021,4.1,534,cotes-du-rhone-villages-seguret,20.0
La Croix Sainte Eulalie,Jade Saint-Chinian 2022,2022,3.8,57,saint-chinian,20.0
Château Baron Clément,Lalande-de-Pomerol 2019,2019,4.1,69,lalande-de-pomerol,20.0
Mas de Martin,Vénus 2018,2018,3.8,136,vin-de-pays-vignobles-de-france,20.0
Domaine de Lauzières,Mourvèdre 2023,2023,3.8,136,alpilles,20.0
Bertrand,Nova 2022,2022,3.9,35,fleurie,20.0
Château Vieux Flouquet,Saint-Émilion Grand Cru 2021,2021,3.8,42,st-emilion-grand-cru,20.0
Château Guges,Grand Vin du Château Gugès 2016,2016,4.0,156,haut-medoc,20.02
Château du Moulin Rouge,Haut-Médoc 2015,2015,3.8,513,haut-medoc,20.03
Château Lacombe Cadiot,Bordeaux Supérieur 2020,2020,3.9,143,bordeaux-superieur,20.06
Laurent Perrachon,3 Mozaic Chénas 2023,2023,4.0,114,chenas,20.1
Domaine Pichat,Collines Rhodaniennes Proxima 2021,2021,3.7,123,igp-collines-rhodaniennes,20.1
Château Haut Gravet,Saint-Émilion Grand Cru 2019,2019,3.9,2692,st-emilion-grand-cru,20.14
Château Haut Gravet,Saint-Émilion Grand Cru 2020,2020,3.9,2692,st-emilion-grand-cru,20.14
Château Clement-Pichon,La Motte de Clement-Pichon Haut-Médoc 2021,2021,3.8,1045,haut-medoc,20.16
Domaine du Pesquier,Vacqueyras 2021,2021,3.8,300,vacqueyras,20.19
Domaine de la Jobeline,Mâcon-Verzé 2018,2018,3.8,55,macon-verze,20.2
Cosse Maisonneuve,La Fage Cahors 2021,2021,3.8,143,cahors,20.2
Philippe Ravier,Face Au Fort Mondeuse 2023,2023,4.1,210,vin-de-savoie,20.2
Le Mas de Mon Père,Cause Toujours 2021,2021,3.6,29,vin-de-pays-doc,20.2
Gavoty,Storia 2021,2021,3.9,26,cotes-de-provence,20.22
Château Suau,Premières Côtes de Bordeaux 2016,2016,3.6,352,premieres-cotes-de-bordeaux,20.22
Domaine Anne Gros & Jean-Paul Tollot,Les Fontanilles Minervois 2020,2020,4.0,123,minervois,20.22
Château La Tour Carnet,Les Pensées Haut-Médoc 2014,2014,3.6,297,haut-medoc,20.22
Mas Karolina,Côtes Catalanes Rouge 2022,2022,3.8,27,cotes-catalanes,20.22
Château Lamothe-Bergeron,Haut-Médoc 2016,2016,4.0,984,haut-medoc,20.22
Château Cambon La Pelouse,Haut-Médoc 2020,2020,4.0,127,haut-medoc,20.23
Jean Paul Deville,Côtes de Bordeaux 2019,2019,3.7,29,cotes-de-bordeaux,20.25
Château Chasse-Spleen,L'Oratoire de Chasse-Spleen Moulis 2020,2020,3.8,54,moulis-en-medoc,20.26
Château Saint-Sernin,La Tour Saint Sernin Cahors 2018,2018,3.8,66,cahors,20.28
Michel Guignier,Morgon 'La Roche Pilée' 2020,2020,3.6,52,morgon,20.28
Stephane Montez - Domaine du Monteillet,La Syrah à Papa 2022,2022,3.7,74,igp-collines-rhodaniennes,20.28
Château Lagrange,Le Haut-Médoc de Lagrange 2020,2020,3.5,1500,haut-medoc,20.28
Château d'Aiguilhe,Seigneurs d'Aiguilhe Castillon - Côtes de Bordeaux 2021,2021,3.8,32,cotes-de-castillon,20.28
Domaine de Fondrèche,Persia 2020,2020,4.0,117,cotes-du-ventoux,20.3
Domaine Neumeyer,Schaefferstein Pinot Noir Berger 2021,2021,3.7,261,alsace,20.3
Clarendelle,Pessac-Léognan 2013,2013,3.8,901,pessac-leognan,20.3
Mouton Cadet,Réserve Saint-Émilion 2020,2020,3.8,213,saint-emilion,20.3
Domaine Philippe et Vincent Jaboulet,Crozes-Hermitage La Mutine 2022,2022,3.8,38,crozes-hermitage,20.3
Domaine du Four Bassot,Pinot Noir Coteaux Bourguignons 2024,2024,3.5,233,coteaux-bourguignons,20.32
Domaine Ampelous,Derrière Chez Clovis 2023,2023,3.5,38,minervois,20.32
Château Fourcas Hosten,Listrac-Médoc 2020,2020,3.7,66,listrac,20.33
Château Fourcas Hosten,Listrac-Médoc 2019,2019,3.9,83,listrac,20.33
Laurent Martray,Côte de Brouilly 'Les Feuillées' 2020,2020,3.9,26,cote-de-brouilly,20.33
Château Fourcas Hosten,Listrac-Médoc 2021,2021,3.7,44,listrac,20.33
Château Canon Pécresse,Canon-Fronsac 2013,2013,3.7,29,canon-fronsac,20.33
Château Sociando-Mallet,La Demoiselle de Sociando-Mallet Haut-Médoc 2019,2019,3.8,160,haut-medoc,20.33
Château Olivier,Le Dauphin d'Olivier Pessac-Léognan 2014,2014,3.8,467,pessac-leognan,20.33
Domaine Marcel Lapierre,Le Beaujolais 2022,2022,3.9,115,beaujolais,20.33
Château Olivier,Le Dauphin d'Olivier Pessac-Léognan 2016,2016,4.0,489,pessac-leognan,20.34
Denis Durantou,La Chenade Lalande de Pomerol 2017,2017,3.9,90,lalande-de-pomerol,20.35
Château Grand-Pey-Lescours,Saint-Émilion Grand Cru 2014,2014,3.8,459,st-emilion-grand-cru,20.39
Château des Boccards,Chenas 2021,2021,4.0,36,chenas,20.4
Domaine Saint Marc,Bourgogne Hautes-Côtes de Beaune Paris 1243 Rouge 2023,2023,3.8,93,hautes-cotes-de-beaune,20.4
Domaine des Pothiers,L'Intégrale 2014,2014,3.8,29,cote-roannaise,20.4
Domaine Breton - Catherine & Pierre Breton,Nuits d'Ivresse 2020,2020,3.9,284,bourgueil,20.4
Merlin,Moulin à vent 2013,2013,3.4,30,moulin-a-vent,20.4
Château Maro de Saint Amant,Saint-Émilion Grand Cru 2019,2019,4.1,30,st-emilion-grand-cru,20.41
Château de la Rivière,Fronsac 2019,2019,3.8,142,fronsac,20.42
Château de la Selve,Serre de Berty 2022,2022,4.1,967,ardeche,20.45
Denis Durantou,La Chenade Lalande de Pomerol 2019,2019,4.0,94,lalande-de-pomerol,20.47
Château Cambon La Pelouse,Haut-Médoc 2016,2016,3.9,1703,haut-medoc,20.47
Domaine du Cayron,Gigondas 2021,2021,4.1,48,gigondas,20.5
Château Mondésir-Gazin,Blaye Bardon 2020,2020,4.1,145,blaye,20.5
Mas des Caprices,Anthocyane 2020,2020,4.0,447,fitou,20.5
Michel Juillot,Bourgogne Pinot Noir 2023,2023,3.7,725,bourgogne,20.5
Domaine Pique-Basse,An Coeur du Ventabren Côtes-du-Rhône-Villages 'Roaix' 2018,2018,3.8,115,cotes-du-rhone-villages-roaix,20.5
Clos Bonnefare,Montravel Rouge 2016,2016,4.1,33,montravel,20.5
Delas,Les Launes Crozes-Hermitage 2021,2021,3.8,1108,crozes-hermitage,20.5
Château La Garde,La Terrasse de La Garde Pessac-Léognan 2019,2019,3.9,332,pessac-leognan,20.5
Domaine de la Reniere,Cabernet Franc 2023,2023,4.1,325,saumur,20.5
Château La Tour Figeac,L'Esquisse de La Tour Figeac Saint-Émilion 2021,2021,4.0,656,saint-emilion,20.5
Château Doyac,Haut-Médoc 2019,2019,3.9,243,haut-medoc,20.5
Château Peybonhomme Les Tours,Energies 2022,2022,3.9,537,blaye-cotes-de-bordeaux,20.5
Gouffier,Cuvée Baudron Bourgogne 2023,2023,4.0,104,bourgogne,20.5
Château Marjosse,Cuvée La Charmille 2018,2018,4.1,83,bordeaux,20.5
Domaine La Terrasse d'Elise,Le Pigeonnier 2022,2022,4.1,28,pays-dherault,20.5
Domaine de la Rectorie,L'Oriental Collioure 2021,2021,4.1,67,collioure,20.5
Château Puy-Blanquet,Saint-Émilion Grand Cru 2017,2017,4.0,391,st-emilion-grand-cru,20.5
Château Falfas,Côtes de Bourg 2019,2019,3.9,67,cotes-de-bourg,20.5
Mas del Périé - Fabien Jouves,La Roque 2022,2022,3.6,69,cahors,20.5
Domaine Breton - Catherine & Pierre Breton,Saint Louans 2013,2013,3.9,31,chinon,20.52
Château de Saint Martin,Comtesse de Saint Martin Cuvée Vieilles Vignes Rouge 2012,2012,4.1,294,cotes-de-provence,20.52
Chateau Tauzinat l'Hermitage,Saint-Émilion Grand Cru 2019,2019,4.1,186,st-emilion-grand-cru,20.52
Domaine Giachino,Frères Giac 2023,2023,3.8,684,savoie,20.55
Paul Herpe,IVe Génération Corbières Rouge 2023,2023,3.7,49,corbieres,20.56
Château Lafont-Fourcat,À Nos Amours 2022,2022,4.0,407,bordeaux,20.57
Château de Carles,Fronsac 2022,2022,3.8,1494,fronsac,20.57
Château Lafont-Fourcat,À Nos Amours 2021,2021,4.0,407,bordeaux,20.57
Château Lafont-Fourcat,À Nos Amours 2020,2020,4.0,407,bordeaux,20.57
Domaine de Verquière,Vacqueyras 2021,2021,3.7,518,vacqueyras,20.6
Château Fourcas Hosten,Listrac-Médoc 2014,2014,3.7,266,listrac,20.6
Château Potensac,Chapelle de Potensac Médoc 2015,2015,3.8,1356,medoc,20.6
Château Chasse-Spleen,Château Gressier Grand Poujeaux Moulis-en-Médoc 2014,2014,3.8,239,moulis-en-medoc,20.6
Maison Le Nid,Tradition Moulin-à-Vent 2021,2021,4.0,28,moulin-a-vent,20.6
Christophe Pacalet,Côte de Brouilly 2022,2022,3.8,281,cote-de-brouilly,20.6
Maxime-François Laurent,Il Fait Soif Rouge 2023,2023,3.7,46,cotes-du-rhone,20.6
Domaine Fond Croze,Rasteau 2020,2020,4.1,81,rasteau,20.6
Clos des Centenaires,Cinsault 2020,2020,3.9,78,vin-de-pays-doc,20.6
Château Reynon,Cadillac - Côtes de Bordeaux 2021,2021,3.8,5525,cadillac-cotes-de-bordeaux,20.6
Château Carbonnieux,La Croix de Carbonnieux Pessac-Léognan 2019,2019,4.1,233,pessac-leognan,20.6
Domaine des Demoiselles,Cairo 2021,2021,3.8,81,cotes-catalanes,20.64
Domaine de Chevalier,L'Esprit de Chevalier Pessac-Léognan 2024,2024,4.0,8103,pessac-leognan,20.64
Brunel de la Gardine,Vacqueyras 2021,2021,4.1,30,vacqueyras,20.65
Albert Bichot,Bourgogne Pinot Noir Origines 2021,2021,4.0,149,bourgogne,20.7
Domaine Fournier Père et Fils,Sancerre Rouge 'Les Belles Vignes' 2022,2022,4.1,90,sancerre,20.7
Château Haut-Châtain,Lalande de Pomerol 2018,2018,4.3,48,lalande-de-pomerol,20.7
Aubert et Mathieu,Rafa Côtes du Roussillon Villages 'Caramany' 2019,2019,4.0,43,cotes-du-roussillon-villages-caramany,20.7
Peyrassol,Cuvée des Commandeurs Côtes de Provence Rouge 2022,2022,4.0,123,cotes-de-provence,20.7
Laurent Perrachon,Juliénas Roche Bleue 2023,2023,3.7,775,julienas,20.7
Château Puy-Blanquet,Saint-Émilion Grand Cru 2018,2018,4.0,559,st-emilion-grand-cru,20.7
Domaine Alain Michelot,Bourgogne 2020,2020,3.8,33,bourgogne,20.7
Domaine Fournier Père et Fils,Sancerre Rouge 'Les Belles Vignes' 2021,2021,4.1,196,sancerre,20.7
Domaine des Crès Ricards,Stécia Rouge 2021,2021,3.9,63,terasses-du-larzac,20.7
La Perrière,Sancerre Rouge 2023,2023,4.0,1257,sancerre,20.7
Château La Croix de Marbuzet,Saint-Estèphe 2019,2019,4.0,239,saint-estephe,20.77
Château La Croix de Marbuzet,Saint-Estèphe 2022,2022,3.8,3203,saint-estephe,20.77
Domaine Capelanel,Amphût Cahors Malbec 2017,2017,3.8,106,cahors,20.8
Château La Nerthe,Les Cassagnes de La Nerthe Côtes du Rhône Villages Rouge 2021,2021,3.9,72,cotes-de-rhone-villages,20.8
Château de Lancyre,Vieilles Vignes 2020,2020,3.9,95,pic-saint-loup,20.8
Lucien Muzard & Fils,Vieilles Vignes Santenay 2021,2021,3.8,93,santenay,20.8
Château Villa Bel Air,Graves 2022,2022,3.8,44,graves,20.8
Domaine Breton - Catherine & Pierre Breton,Nuits d'Ivresse 2022,2022,4.0,27,bourgueil,20.8
Lauriga,Réserve Cuvée Bastien 2020,2020,3.8,244,languedoc-roussillon,20.8
Delas,Les Challeys Saint-Joseph 2023,2023,3.6,65,saint-joseph,20.8
Château Sainte Roseline,Lampe de Méduse Côtes de Provence Rouge 2019,2019,3.9,66,cotes-de-provence,20.8
Alain Jaume,La Grangette des Garrigues Lirac 2019,2019,3.8,47,lirac,20.85
Emile Cheysson,Le Prieuré Chiroubles 2023,2023,3.9,224,chiroubles,20.85
Bernard Baudry,Chinon Rouge 2022,2022,3.6,2022,chinon,20.85
Château La Tour de By,Médoc 2019,2019,3.9,587,medoc,20.85
Chateau Lafleur Lambaret,Saint-Émilion Grand Cru 2015,2015,3.7,130,st-emilion-grand-cru,20.86
Chateau Lafleur Lambaret,Saint-Émilion Grand Cru 2014,2014,3.7,25,st-emilion-grand-cru,20.86
Domaine Breton - Catherine & Pierre Breton,Nuits d'Ivresse 2015,2015,3.8,369,bourgueil,20.88
Chateau d'Eck,Pessac-Léognan Rouge 2021,2021,3.9,2663,pessac-leognan,20.89
Chateau d'Eck,Pessac-Léognan Rouge 2020,2020,4.0,83,pessac-leognan,20.89
Mas Lasta,Terrasses du Larzac 2021,2021,4.0,25,terasses-du-larzac,20.9
Domaine Gallety,Cuvée Gallety Rouge 2021,2021,3.9,116,rhone,20.9
Domaine du Pesquier,Gigondas 2019,2019,3.9,371,gigondas,20.9
Carriere Pradal,Troglodytes 2018,2018,4.1,28,languedoc,20.9
Laurent Martray,Côte de Brouilly 'Les Feuillées' 2015,2015,3.7,266,cote-de-brouilly,20.9
Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc 2001,2001,3.9,249,haut-medoc,20.9
Robert & Bernard Plageoles,Prunelart 2019,2019,3.8,670,gaillac,20.9
Château La Grangére,Chateau Saint-Julian Cuvée Analogie Bordeaux Supérieur 2020,2020,4.1,78,bordeaux-superieur,20.9
Domaine Gauby,Calcinaires Rouge 2021,2021,3.8,124,cotes-catalanes,20.9
Xavier Vignon,Gigondas 2019,2019,4.1,461,gigondas,20.9
Domaine Le Colombier,Tradition Vacqueyras 2020,2020,4.0,66,vacqueyras,20.9
Domaine Aurore Bachelet,Bourgogne Hautes-Côtes de Beaune 2023,2023,4.1,65,hautes-cotes-de-beaune,20.9
Château Yvonne,Saumur-Champigny L’Ile Quatre Sous 2022,2022,4.1,48,saumur-champigny,20.9
Château Lamothe-Cissac,Vieilles Vignes Haut-Médoc 2018,2018,4.0,25,haut-medoc,20.9
Bertrand Bachelet,Bourgogne Hautes-Côtes de Beaune 2022,2022,3.7,133,hautes-cotes-de-beaune,20.9
Florence Alquier,Rieutord Faugères 2017,2017,4.0,59,faugeres,20.9
Domaine de Fondrèche,Persia 2021,2021,4.0,51,cotes-du-ventoux,20.9
Vieux Bourg,Morgon Cinq Terres 2021,2021,3.7,28,morgon,20.9
Christophe Pacalet,Saint-Amour 2021,2021,3.8,260,saint-amour,20.9
Rene Bourgeon,Givry 2022,2022,3.8,30,givry,20.9
Domaine de la Bonne Tonne,Agath' The Blues Régnié 2022,2022,3.9,201,regnie,20.9
Domaine Chêne,Pinot Noir Bourgogne 2021,2021,3.5,439,bourgogne,20.9
Château Citran,Haut-Médoc 2019,2019,3.9,179,haut-medoc,20.9
Château Lagrange,Le Haut-Médoc de Lagrange 2016,2016,3.7,230,haut-medoc,20.9
Château Côte Puyblanquet,Saint-Émilion Grand Cru 2014,2014,3.9,169,st-emilion-grand-cru,20.91
Château La Rose Cotes Rol,Saint-Émilion Grand Cru 2016,2016,4.1,189,st-emilion-grand-cru,20.95
Château Les Valentines,La Gourmande Bio Côtes de Provence La Londe 2020,2020,4.1,111,la-londe,20.95
Vincent Paris,Saint-Joseph 2022,2022,3.9,34,saint-joseph,20.95
Edouard Delaunay,Bourgogne Pinot Noir 2019,2019,3.9,376,bourgogne,20.95
Château La Tour de Mons,Margaux 2017,2017,4.1,575,margaux,20.95
Château Gléon,Les Hauts de Serres Corbières 2020,2020,3.7,70,corbieres,20.95
Château Castigno,Terra Casta 2015,2015,3.7,365,saint-chinian,20.96
Domaine du Somail,L'Authentique 2020,2020,3.9,105,minervois,21.0
Château de Camensac,La Closerie de Camensac Haut-Médoc 2013,2013,3.6,88,haut-medoc,21.0
Domaine Philippe Gilbert,Menetou-Salon Rouge 2023,2023,3.8,54,menetou-salon,21.0
Clos Marsalette,Pessac-Leognan 2021,2021,4.0,3726,pessac-leognan,21.0
Château Haut-Châtain,Lalande de Pomerol 2020,2020,4.1,620,lalande-de-pomerol,21.0
Château Lilian Ladouys,Saint-Estèphe Collectif Des Barriques 2022,2022,3.9,37,saint-estephe,21.0
Château Prieuré de Beyzac,Quintessence Haut-Médoc 2011,2011,4.0,33,haut-medoc,21.0
Château Mondésir-Gazin,Blaye Bardon 2021,2021,4.1,145,blaye,21.0
Vincent Paris,Les Côtes Saint-Joseph 2021,2021,3.9,88,saint-joseph,21.0
Château des Annereaux,Lalande-de-Pomerol 2019,2019,4.2,228,lalande-de-pomerol,21.0
Chateau Cap St George,Saint-Georges-Saint-Émilion 2014,2014,3.8,700,saint-georges-saint-emilion,21.0
Château Ducru-Beaucaillou,Madame de Beaucaillou Haut-Médoc 2021,2021,3.8,66,haut-medoc,21.0
Château Charmail,Haut-Médoc 2019,2019,4.0,324,haut-medoc,21.0
Château Fourcas Hosten,Listrac-Médoc 2016,2016,3.8,247,listrac,21.0
Château Fourcas Hosten,Listrac-Médoc 2018,2018,3.8,72,listrac,21.0
Domaine Olga Raffault,Les Picasses Chinon 2019,2019,4.1,28,chinon,21.0
Bardi d'Alquier,Les Premières Faugères 2017,2017,3.8,91,faugeres,21.0
Le Roc,Le Haut du Bois Negrette 2022,2022,4.0,136,southwest,21.0
Domaine Marcel Joubert,Morgon 'Côte du Py' 2022,2022,3.9,28,morgon,21.0
Château Haut-Châtain,Lalande de Pomerol 2022,2022,4.1,620,lalande-de-pomerol,21.0
Domaine des Sables Verts,Chaintres Saumur-Champigny 2021,2021,4.0,87,saumur-champigny,21.0
Chateau Cap St George,Saint-Georges-Saint-Émilion 2019,2019,3.9,1465,saint-georges-saint-emilion,21.0
Domaine Richaud,Côtes du Rhône Villages Cairanne 2023,2023,3.9,3613,cotes-du-rhone-villages-cairanne,21.0
Chateau Cap St George,Saint-Georges-Saint-Émilion 2020,2020,3.9,1465,saint-georges-saint-emilion,21.0
Alain Chabanon,Campredon 2016,2016,3.9,109,languedoc,21.0
Château Combel La Serre,Au Cerisier Cahors 2021,2021,3.9,55,cahors,21.0
Clos Bonnefare,Montravel Rouge 2018,2018,4.1,33,montravel,21.0
Domaine la Provenquière,Achilleus Rouge 2019,2019,4.0,141,vin-de-pays-doc,21.0
Château Lilian Ladouys,Saint-Estèphe Collectif Des Barriques 2020,2020,3.9,37,saint-estephe,21.0
Château Corbin,XX de Corbin Saint-Émilion 2016,2016,3.9,33,saint-emilion,21.0
Château Canon Pécresse,Canon-Fronsac 2018,2018,3.8,442,canon-fronsac,21.0
Château Prieuré-Lichine,Confidences de Prieuré-Lichine Margaux 2021,2021,3.9,145,margaux,21.0
Château Charmail,Haut-Médoc 2021,2021,4.1,40,haut-medoc,21.0
Château Maucaillou,Moulis-en-Médoc 2021,2021,3.8,146,moulis-en-medoc,21.0
Château d'Aiguilhe,Castillon - Côtes de Bordeaux 2019,2019,3.9,428,cotes-de-castillon,21.0
Château de Jonquières,La Baronnie Rouge 2018,2018,3.9,342,terasses-du-larzac,21.0
Gilles Robin,Papillon Crozes-Hermitage 2023,2023,3.9,3799,crozes-hermitage,21.0
Domaine de la Barthassade - Clos de la Barthassade,Les Ouvrées Terrasses du Larzac 2022,2022,4.0,43,terasses-du-larzac,21.0
Château Sociando-Mallet,La Demoiselle de Sociando-Mallet Haut-Médoc 2016,2016,3.8,588,haut-medoc,21.0
Domaine l'Aiguelière,Tradition Montpeyroux 1999,1999,3.6,75,montpeyroux,21.0
Vignobles Bedrenne,Halictus Lalande-de-Pomerol 2022,2022,4.2,117,lalande-de-pomerol,21.0
Domaine Ruffinatto,L'Infante 2022,2022,4.1,226,luberon,21.0
Domaine de Baron'arques,La Capitelle Limoux 2020,2020,3.8,1044,limoux,21.0
Château Corbin,XX de Corbin Saint-Émilion 2017,2017,4.0,631,saint-emilion,21.0
Château Domeyne,Saint-Estèphe 2022,2022,3.8,2166,saint-estephe,21.0
Château de Chambrun - Château Moncets,Château Moncets Lalande de Pomerol 2019,2019,4.1,310,lalande-de-pomerol,21.0
Domaine de la Rectorie,L'Oriental Collioure 2023,2023,4.1,963,collioure,21.0
Château Tayac,Margaux 2021,2021,3.9,118,margaux,21.0
Château La Cabanne,Domaine de Compostelle Pomerol 2015,2015,3.9,91,pomerol,21.0
Château La Tour Figeac,L'Esquisse de La Tour Figeac Saint-Émilion 2020,2020,4.0,656,saint-emilion,21.0
Domaine du Joncier,Les Muses Lirac 2017,2017,3.7,48,lirac,21.0
Cosse Maisonneuve,La Fage Cahors 2019,2019,4.0,152,cahors,21.0
J. de Villebois,Sancerre Rouge 2022,2022,3.9,589,sancerre,21.0
Château Siran,S de Siran Margaux 2018,2018,3.9,149,margaux,21.0
Château d'Aiguilhe,Castillon - Côtes de Bordeaux 2020,2020,4.0,269,cotes-de-castillon,21.0
Caves Bienvenu,Irancy 'Les Climats' 2022,2022,3.8,39,irancy,21.0
Château Chasse-Spleen,L'Oratoire de Chasse-Spleen Moulis 2017,2017,4.1,161,moulis-en-medoc,21.02
Château Jean Gue,Lalande de Pomerol 2020,2020,3.7,601,lalande-de-pomerol,21.05
Clos Floridène,Graves 2014,2014,3.7,564,graves,21.05
Château Clauzet,Saint-Estèphe 2020,2020,3.8,31,saint-estephe,21.05
Ferraton Père & Fils,Calendes Crozes-Hermitage 2023,2023,3.9,32,crozes-hermitage,21.05
Domaine de la Renaissance,Mercurey Les Chazots 2022,2022,4.1,72,mercurey,21.07
Château Fontbaude,L'Ame de Fontbaude 2020,2020,3.9,76,cotes-de-castillon,21.07
Sources de l'Oppidum,Les 18 Côtes-du-Rhône 2023,2023,4.1,54,cotes-du-rhone,21.07
Château Mont-Pérat,Special Selection Bordeaux 2022,2022,3.3,1076,bordeaux,21.07
Château Les Grands Chênes,Médoc 2013,2013,3.8,305,medoc,21.1
Château d'Aiguilhe,Seigneurs d'Aiguilhe Castillon - Côtes de Bordeaux 2017,2017,3.8,98,cotes-de-castillon,21.1
Château Camplazens,Syrah 2023,2023,3.7,905,vin-de-pays-doc,21.1
Domaine Deleuze-Rochetin,Heritage du Levant 2017,2017,3.8,253,vin-de-pays-doc,21.1
Château Lamothe-Bouscaut,Pessac-Léognan 2016,2016,3.9,259,pessac-leognan,21.11
Kevin Descombes,Cuvée Kéké Beaujolais Nouveau 2023,2023,4.0,46,beaujolais-nouveau,21.15
Domaine Anne Gros & Jean-Paul Tollot,L'O de la Vie 'Cazelles' 2018,2018,4.0,91,minervois,21.18
Château La Tour de By,Médoc 2018,2018,3.8,1005,medoc,21.19
Abbotts & Delaunay,Alto Stratus 2015,2015,4.0,46,minervois,21.2
Les Jamelles,Sélection Parcellaire Les Traverses Mourvèdre 2020,2020,4.0,71,vin-de-pays-doc,21.2
Domaine Bzikot,Bourgogne Côte-d’Or Pinot Noir 2022,2022,3.9,211,bourgogne,21.2
Domaine Les Enfants Sauvages,Enfant Sauvage 2022,2022,3.8,1074,cotes-catalanes,21.2
Château Lestage Simon,Haut-Médoc 2014,2014,4.0,587,haut-medoc,21.2
Denis Durantou,Saintayme Saint-Émilion Grand Cru 2020,2020,4.0,182,st-emilion-grand-cru,21.22
Roger Lassarat,4 Terres Moulin-à-Vent 2018,2018,3.9,42,moulin-a-vent,21.26
Domaine du Cros,Marcillac (Cuvée Lo Sang del Païs) 2022,2022,3.7,44,marcillac,21.26
Château Chasse-Spleen,L'Oratoire de Chasse-Spleen Moulis 2018,2018,4.0,309,moulis-en-medoc,21.28
Château Loudenne,Médoc 2018,2018,3.9,239,medoc,21.28
Château Chauvin,Folie de Chauvin Saint-Émilion Grand Cru 2018,2018,4.1,74,st-emilion-grand-cru,21.29
Xavier Vignon,Arcane l'Étoile N.V.,N.V.,4.1,1037,beaumes-de-venise,21.29
Château Alcée,Castillon - Côtes de Bordeaux 2016,2016,3.8,88,cotes-de-castillon,21.29
Château Mazeyres,Le Seuil de Mazeyres Pomerol 2019,2019,4.1,358,pomerol,21.29
Château Chauvin,Folie de Chauvin Saint-Émilion Grand Cru 2019,2019,3.8,67,st-emilion-grand-cru,21.29
Marc Kreydenweiss,Ka 2016,2016,3.9,253,costieres-de-nimes,21.29
Domaine des Marrans,Morgon 'Corcelette' 2022,2022,4.0,32,morgon,21.29
Château Lagrange,Le Haut-Médoc de Lagrange 2012,2012,3.4,285,haut-medoc,21.3
Wunsch et Mann,Pinot Noir 2022,2022,3.6,169,alsace,21.3
